NAME,<15,15-24,25-34,35-64,65-74,>75
"Mellette County, South Dakota",593,185,319,645,191,119
"Moody County, South Dakota",1394,710,726,2441,644,592
"Pennington County, South Dakota",21610,13491,14973,41406,11653,7552
"Union County, South Dakota",3035,1753,1860,6046,1571,1103
"Miner County, South Dakota",453,252,202,866,188,250
"Asotin County, Washington",3818,2389,2462,8630,2885,2237
"Adams County, Washington",5884,2997,2503,6072,1287,851
"Garfield County, Washington",369,244,237,829,289,262
"Mason County, Washington",10355,6650,7280,25136,9059,5324
"Skagit County, Washington",23032,14384,15771,46974,15196,10255
"Stevens County, Washington",7831,4828,4123,17815,6348,3710
"Spokane County, Washington",93446,67014,75313,189891,48028,31813
"Lincoln County, Washington",1832,1096,911,4034,1559,1142
"Chelan County, Washington",14972,9350,9340,28390,8199,5978
"Jefferson County, Washington",3264,2088,2739,12156,6995,4043
"Kitsap County, Washington",45508,35558,38340,100332,29075,17069
"King County, Washington",376952,251462,395519,887237,170597,113735
"Pacific County, Washington",2950,1888,1958,8327,4121,2444
"Pend Oreille County, Washington",1992,1385,1175,5393,2271,1161
"San Juan County, Washington",1780,1298,1281,6902,3560,1967
"Skamania County, Washington",1818,1130,1153,5313,1494,845
"Whitman County, Washington",6325,18544,7020,12341,2904,2097
"Yakima County, Washington",62389,35871,33233,84466,19717,14021
"Clallam County, Washington",10694,7050,7947,27986,12693,9022
"Cowlitz County, Washington",20211,12310,13058,41117,12056,8026
"Ferry County, Washington",1034,777,648,3191,1246,682
"Lewis County, Washington",13767,8859,9200,30133,9740,6446
"Douglas County, Washington",9147,5283,5101,15263,4180,3049
"Island County, Washington",12754,9575,11430,29259,12257,7591
"Pierce County, Washington",172903,114804,136148,334552,71996,46610
"Franklin County, Washington",25603,13331,14124,30661,5141,3149
"Walla Walla County, Washington",10515,10122,7626,21466,5850,4786
"Whatcom County, Washington",36013,38534,29542,79411,22949,14372
"Grant County, West Virginia",1789,1258,1233,4558,1639,1139
"Hampshire County, West Virginia",3605,2572,2367,9692,3155,1918
"Brooke County, West Virginia",3175,3008,2206,8946,2945,2179
"Doddridge County, West Virginia",1048,1152,933,3665,1078,684
"Hardy County, West Virginia",2312,1389,1365,5720,1778,1241
"Marion County, West Virginia",9413,8258,6555,21359,6249,4521
"Mingo County, West Virginia",4409,2633,2756,10084,2794,1614
"Hancock County, West Virginia",4555,3066,2927,12203,3721,2911
"Marshall County, West Virginia",5063,3249,3407,12882,4034,2673
"Nicholas County, West Virginia",4269,2512,2728,10109,3279,2181
"Tucker County, West Virginia",876,728,720,2894,1022,742
"Tyler County, West Virginia",1421,942,868,3661,1115,804
"Roane County, West Virginia",2418,1484,1375,5760,1774,1209
"Taylor County, West Virginia",2842,1638,2071,6980,1961,1372
"Wood County, West Virginia",14816,9572,9527,34101,9746,7198
"Gilmer County, West Virginia",1024,1452,1025,3208,724,608
"Mason County, West Virginia",4723,2825,2909,10894,3148,2321
"Monroe County, West Virginia",2133,1296,1389,5266,1931,1386
"Pleasants County, West Virginia",1091,970,851,3177,829,564
"Cabell County, West Virginia",15589,15757,11701,34092,9850,7350
"Jefferson County, West Virginia",10413,6972,6252,24088,5561,3220
"Logan County, West Virginia",5622,3466,3740,13896,4012,2418
"Pendleton County, West Virginia",1039,685,618,2807,966,886
"Harrison County, West Virginia",12056,7578,8080,27319,7319,5556
"Ohio County, West Virginia",6637,5756,4733,16094,4963,3960
"Calhoun County, West Virginia",1215,648,668,3048,1036,680
"Morgan County, West Virginia",2630,1866,1749,7431,2451,1582
"Raleigh County, West Virginia",13125,8241,8991,29818,9072,6005
"Putnam County, West Virginia",10357,6307,6577,23244,6061,4064
"Barbour County, West Virginia",2726,2645,1725,6311,1902,1324
"McDowell County, West Virginia",3173,1825,2077,7711,2330,1545
"Wayne County, West Virginia",6856,4567,4348,16321,4781,3430
"Jackson County, West Virginia",5103,3212,3192,11636,3160,2604
"Mercer County, West Virginia",10202,7221,6974,22748,7428,5346
"Upshur County, West Virginia",4176,3706,2674,9103,2822,2021
"Webster County, West Virginia",1374,862,812,3431,1164,743
"Berkeley County, West Virginia",22525,13376,15666,47096,10867,5799
"Fayette County, West Virginia",7526,4624,4750,17774,5268,3634
"Iron County, Wisconsin",651,444,448,2431,945,768
"Clark County, Wisconsin",8469,4415,3413,12616,3047,2619
"St. Croix County, Wisconsin",18350,10597,9940,37816,7389,4640
"Oconto County, Wisconsin",6227,3806,3671,16369,4553,3020
"Lincoln County, Wisconsin",4056,3081,2586,12203,3208,2610
"Waupaca County, Wisconsin",8517,5593,5369,21315,5590,4861
"Barron County, Wisconsin",8172,4796,4925,17652,5536,4148
"Sawyer County, Wisconsin",2640,1557,1421,6640,2517,1624
"Green Lake County, Wisconsin",3386,2083,1827,7409,2309,1741
"Price County, Wisconsin",1809,1305,1123,5814,1913,1452
"Marquette County, Wisconsin",2477,1378,1404,6352,2161,1532
"Marinette County, Wisconsin",6185,4134,3972,16730,5258,4112
"Milwaukee County, Wisconsin",192901,128523,155658,348204,71901,54039
"Shelby County, Missouri",1194,688,617,2278,672,564
"Webster County, Missouri",8699,4828,4574,14560,3457,2537
"Atchison County, Missouri",829,496,549,2028,723,604
"Bates County, Missouri",3165,1873,1834,6285,1682,1457
"Benton County, Missouri",2705,1619,1569,7421,3428,2365
"Carter County, Missouri",1144,775,618,2403,726,481
"Dade County, Missouri",1270,849,712,2988,996,763
"Racine County, Wisconsin",37480,24618,23369,78551,18409,13175
"Winnebago County, Wisconsin",28957,26618,22442,65380,15050,11964
"Forest County, Wisconsin",1492,1059,870,3520,1162,892
"Green County, Wisconsin",6783,4067,4011,15355,3811,2869
"Rusk County, Wisconsin",2338,1506,1184,5756,1879,1469
"Shawano County, Wisconsin",7240,4377,4270,16543,4692,3782
"Langlade County, Wisconsin",2977,2042,1817,7840,2439,2031
"Outagamie County, Wisconsin",36385,23694,24554,74518,15441,11108
"Vernon County, Wisconsin",6619,3436,2956,11793,3289,2540
"Columbia County, Wisconsin",10017,6646,6636,23866,5919,4049
"Kewaunee County, Wisconsin",3517,2337,2077,8418,2240,1798
"Brown County, Wisconsin",52008,34734,35458,101630,21850,15688
"Eau Claire County, Wisconsin",17525,20483,14378,35463,9215,6450
"Oneida County, Wisconsin",5010,3251,3373,14696,5159,3892
"Polk County, Wisconsin",7542,4621,4313,18245,5108,3609
"Washburn County, Wisconsin",2462,1381,1309,6498,2424,1614
"Waukesha County, Wisconsin",69895,48441,41738,167987,41298,31116
"Walworth County, Wisconsin",17640,17350,10773,39680,10510,7121
"Crawford County, Wisconsin",2651,1877,1706,6327,2108,1566
"Juneau County, Wisconsin",4372,2651,2930,11195,3140,2190
"Sauk County, Wisconsin",12074,7356,7487,25531,6611,4863
"Washington County, Wisconsin",24279,15468,14116,57515,13627,9920
"Chippewa County, Wisconsin",11799,6912,7808,26199,6542,4632
"Dane County, Wisconsin",92168,91200,83948,197783,43356,27623
"Douglas County, Wisconsin",7135,5271,5406,17690,4627,3166
"Jackson County, Wisconsin",3703,2325,2526,8176,2209,1583
"Iowa County, Wisconsin",4469,2552,2606,9737,2586,1668
"Ozaukee County, Wisconsin",15403,11524,8534,36092,9597,7447
"Portage County, Wisconsin",11270,14012,8428,25571,6662,4689
"Rock County, Wisconsin",31138,20787,19790,64298,15060,11079
"Taylor County, Wisconsin",3958,2273,1946,8320,2039,1789
"Adams County, Wisconsin",2383,1605,1764,8569,3500,2273
"Bayfield County, Wisconsin",2110,1384,1234,6237,2558,1470
"Monroe County, Wisconsin",9659,5189,5430,17956,4403,3134
"Wood County, Wisconsin",13123,7788,8286,29212,8023,6680
"Ashland County, Wisconsin",2867,2090,1584,6120,1734,1222
"Florence County, Wisconsin",559,319,388,1943,647,458
"Jefferson County, Wisconsin",14685,11470,9766,34870,8318,5592
"Campbell County, Wyoming",11383,5614,7426,18626,2949,1411
"Lincoln County, Wyoming",4357,2133,1931,7642,2082,1129
"Natrona County, Wyoming",16210,9754,12140,30649,6828,4752
"Converse County, Wyoming",2859,1548,1826,5384,1406,898
"Niobrara County, Wyoming",349,244,341,936,261,291
"Sweetwater County, Wyoming",9708,5851,5913,17077,3229,1743
"Warren County, Tennessee",7916,4896,4824,16075,4108,2883
"Washington County, Tennessee",20508,19673,15996,48808,13356,9464
"Weakley County, Tennessee",5320,6698,3561,11894,3316,2721
"Benton County, Tennessee",2559,1779,1470,6483,2290,1559
"Bledsoe County, Tennessee",2360,1444,1927,6449,1612,1044
"Campbell County, Tennessee",6734,4398,4613,15922,4676,3454
"Cannon County, Tennessee",2507,1532,1865,5672,1553,1049
"Houston County, Tennessee",1446,964,906,3140,1019,689
"Maury County, Tennessee",18073,10308,12400,36910,8765,5520
"Polk County, Texas",8204,5507,5751,20411,6198,2842
"Refugio County, Texas",1356,972,708,2563,871,675
"Van Zandt County, Texas",10342,6609,5846,21258,6358,4690
"Caldwell County, Texas",8224,6621,5690,15838,3491,2280
"Wilbarger County, Texas",2362,1615,1832,4656,1373,995
"Martin County, Texas",1463,865,618,2020,391,292
"Linn County, Missouri",2380,1450,1271,4525,1370,1117
"Howell County, Missouri",7892,4869,4653,14839,4444,3407
"Johnson County, Missouri",9734,12421,7737,17209,3815,2766
"Laclede County, Missouri",7245,4080,4144,13841,3588,2633
"Maries County, Missouri",1426,994,878,3630,1040,835
"Phelps County, Missouri",7872,8997,5273,15449,3877,3162
"Platte County, Missouri",19760,12475,13413,40651,8868,5515
"St. Francois County, Missouri",11510,7935,9832,26570,6167,4629
"St. Louis city, Missouri",51170,37732,61349,117447,24252,16224
"Andrew County, Missouri",3264,2040,1949,6971,1845,1434
"Butler County, Missouri",8250,5129,5181,16194,4472,3430
"Carroll County, Missouri",1658,967,930,3350,1061,815
"Daviess County, Missouri",1746,1022,837,2994,1018,678
"Holt County, Missouri",760,391,423,1753,575,530
"Marion County, Missouri",5612,3768,3420,10835,2737,2236
"Osage County, Missouri",2593,1748,1530,5405,1270,1069
"Ripley County, Missouri",2590,1454,1575,5156,1595,1197
"Warren County, Missouri",6877,3953,4011,13542,3590,2480
"Washington County, Missouri",4615,2916,3040,10254,2446,1589
"Christian County, Missouri",18047,10340,11101,33130,7841,5199
"DeKalb County, Missouri",1727,1422,1981,5313,1072,1011
"Harrison County, Missouri",1741,896,879,3079,962,934
"Lafayette County, Missouri",6078,3834,3765,12909,3205,2806
"Adair County, Missouri",3881,7952,2753,7127,2011,1645
"Scotland County, Missouri",1189,629,546,1640,466,432
"Sullivan County, Missouri",1162,723,641,2469,709,543
"Clark County, Missouri",1284,703,688,2707,771,626
"Jasper County, Missouri",25057,16029,16802,43824,10315,7893
"Lewis County, Missouri",1857,1596,1057,3615,1005,825
"McDonald County, Missouri",4753,2986,2714,8849,2090,1390
"Perry County, Missouri",3758,2269,2201,7477,1897,1589
"Polk County, Missouri",5865,5533,3361,11322,3116,2551
"Ray County, Missouri",4259,2755,2541,9212,2355,1753
"Hill County, Montana",3879,2344,2187,5635,1404,987
"Chouteau County, Montana",1123,680,659,2124,669,477
"Lincoln County, Montana",2797,1715,1577,8030,3380,2038
"Park County, Montana",2347,1494,2011,6934,2209,1357
"Treasure County, Montana",84,64,51,277,131,61
"Blaine County, Montana",1702,887,846,2271,599,414
"Sweet Grass County, Montana",563,382,317,1298,582,528
"Teton County, Montana",1230,686,567,2223,728,652
"Prairie County, Montana",244,86,48,524,235,115
"Glacier County, Montana",3757,1833,1894,4627,967,654
"Fallon County, Montana",625,302,376,1097,266,255
"Golden Valley County, Montana",91,52,43,357,110,75
"Silver Bow County, Montana",5903,5129,3975,13244,3790,2729
"Stillwater County, Montana",1662,1043,798,3884,1315,764
"Jefferson County, Montana",1870,1408,1004,5187,1696,752
"Granite County, Montana",478,379,165,1324,578,387
"Wheatland County, Montana",466,262,201,781,251,181
"Madison County, Montana",1050,675,943,3232,1573,829
"Sheridan County, Montana",631,326,435,1284,448,359
"Carter County, Montana",261,105,137,527,146,155
"Big Horn County, Montana",3843,1943,1577,4399,1024,601
"Lake County, Montana",5928,3463,3166,11033,3860,2563
"Lewis and Clark County, Montana",12194,7902,8429,27087,7649,4544
"Pondera County, Montana",1228,704,676,2188,630,568
"Yellowstone County, Montana",31490,18862,22006,60375,15234,11041
"Missoula County, Montana",18635,19722,18504,42795,11022,6631
"Yoakum County, Texas",2397,1361,1108,2774,659,332
"Hale County, Texas",7603,5339,4637,11765,2421,2061
"Shelby County, Texas",5518,3596,2733,9097,2481,1924
"Red River County, Texas",1974,1276,1239,4707,1645,1330
"Runnels County, Texas",1934,1281,1117,3824,1135,986
"Sutton County, Texas",892,372,506,1363,406,285
"Tom Green County, Texas",23718,18687,18355,39389,10172,7665
"Victoria County, Texas",19584,12273,12770,32915,8466,6101
"Wharton County, Texas",8934,5653,5099,14972,3846,3073
"Wichita County, Texas",24949,22346,19714,45544,10402,8641
"Borden County, Texas",155,40,77,174,116,51
"Marion County, Texas",1474,964,918,4069,1558,1034
"Maverick County, Texas",15189,10145,7694,18442,3884,2820
"Grayson County, Texas",25896,16807,15486,49882,13560,9383
"Live Oak County, Texas",1999,1468,1695,4515,1365,1097
"Palo Pinto County, Texas",5522,3569,3323,10578,3221,2327
"Karnes County, Texas",2696,2156,2834,5679,1137,1043
"DeWitt County, Texas",3807,2148,2387,8055,2135,1808
"Callahan County, Texas",2533,1484,1550,5441,1606,1242
"Cass County, Texas",5579,3419,3009,11466,3674,2912
"Gregg County, Texas",26947,16675,17021,44183,10411,8206
"Madison County, Texas",2450,2001,2610,4981,1157,998
"Lubbock County, Texas",61221,63535,44823,98116,21202,15911
"Kaufman County, Texas",28367,16008,16549,48295,9037,5548
"Kendall County, Texas",8261,5598,4116,17525,4758,3511
"Floyd County, Texas",1287,746,645,2044,539,542
"Bailey County, Texas",1442,1389,862,2422,502,483
"Chambers County, Texas",9484,5704,5334,16289,2872,1622
"Bell County, Texas",82261,54794,58728,115998,22042,14751
"Cameron County, Texas",106959,67736,51609,139897,31063,24402
"Deaf Smith County, Texas",4910,2827,2451,6212,1303,1033
"El Paso County, Texas",190607,134775,124591,286537,56267,43285
"La Salle County, Texas",1184,999,1332,2638,647,616
"Terrell County, Texas",113,29,69,392,205,88
"Tyler County, Texas",3342,3060,2804,7669,2642,2001
"Wheeler County, Texas",1170,544,730,1870,579,445
"Archer County, Texas",1502,1077,888,3547,911,791
"Brewster County, Texas",1516,905,1134,3604,1261,811
"Hidalgo County, Texas",235202,140714,114220,272312,51937,40791
"Smith County, Texas",46679,31855,31037,81034,20890,15954
"Crockett County, Texas",685,429,478,1371,368,153
"Haskell County, Texas",846,872,586,2160,704,558
"Howard County, Texas",6796,4862,5524,14487,2570,2110
"Mills County, Texas",799,515,357,1714,734,770
"Montague County, Texas",3779,2078,1979,7293,2528,1832
"Panola County, Texas",4555,3031,2719,8666,2445,1911
"Sabine County, Texas",1587,956,953,3783,1849,1343
"Sherman County, Texas",534,449,316,1352,198,210
"Swisher County, Texas",1498,922,1131,2516,772,593
"Hunt County, Texas",18559,13527,11442,35748,8703,6183
"Camp County, Texas",2856,1574,1560,4510,1427,951
"Hansford County, Texas",1306,841,601,1921,472,379
"Guadalupe County, Texas",33006,21471,20414,62405,13157,8513
"Clay County, Texas",1726,1119,1021,4164,1336,1037
"Hartley County, Texas",1002,394,1064,2357,452,400
"Reagan County, Texas",1108,483,616,1251,168,140
"Hill County, Texas",6835,4439,3895,13188,4219,3113
"Limestone County, Texas",4331,2885,2959,8853,2646,1743
"Nacogdoches County, Texas",12750,14956,7675,20672,5484,3802
"Parmer County, Texas",2390,1339,1376,3301,749,563
"Parker County, Texas",27208,16816,15353,53923,12813,7698
"Ravalli County, Montana",6554,4405,3639,17240,6555,4119
"Valley County, Montana",1341,718,931,2823,866,792
"Cascade County, Montana",15635,10635,11354,29051,8371,6579
"Fergus County, Montana",1968,1062,1305,4281,1458,1147
"Garfield County, Montana",165,138,96,398,138,101
"Mineral County, Montana",613,439,374,1632,720,473
"Petroleum County, Montana",81,22,51,198,31,70
"Powell County, Montana",832,723,888,3040,806,565
"Sanders County, Montana",1704,1048,856,4567,2182,1324
"Wibaux County, Montana",259,86,94,433,141,109
"Gallatin County, Montana",18343,20725,17389,38391,8399,4816
"Meagher County, Montana",344,208,180,703,262,191
"Carbon County, Montana",1498,976,920,4555,1649,999
"Beaverhead County, Montana",1332,1679,923,3471,1108,902
"Flathead County, Montana",18274,10883,11718,40341,11658,7025
"Musselshell County, Montana",733,492,350,1956,761,474
"Harlan County, Nebraska",679,384,275,1232,428,417
"York County, Nebraska",2622,1813,1719,4881,1397,1313
"Buffalo County, Nebraska",9705,9298,6666,16677,3911,2952
"Colfax County, Nebraska",2705,1334,1509,3818,705,643
"Hitchcock County, Nebraska",532,271,253,1047,371,341
"Platte County, Nebraska",7293,4111,3934,12102,3099,2635
"Polk County, Nebraska",978,609,454,2045,619,520
"Box Butte County, Nebraska",2328,1215,1235,4308,1079,805
"Brown County, Nebraska",526,251,275,1149,398,416
"Sheridan County, Nebraska",918,597,506,1887,706,617
"Lancaster County, Nebraska",60372,58550,43849,108210,25124,17053
"Nuckolls County, Nebraska",738,435,374,1566,551,580
"Banner County, Nebraska",134,60,58,315,107,48
"Frontier County, Nebraska",410,413,246,903,337,331
"Douglas County, Nebraska",121492,74012,87570,206649,42389,28505
"Richardson County, Nebraska",1396,789,770,3087,965,954
"Holt County, Nebraska",2111,1049,997,3827,1131,1062
"Furnas County, Nebraska",849,538,429,1769,625,537
"Saline County, Nebraska",2986,2414,1658,5154,1101,957
"Thurston County, Nebraska",2180,1134,872,2138,486,371
"Washington County, Nebraska",4061,2492,1973,8204,2178,1453
"Cherry County, Nebraska",1063,668,652,2201,594,601
"Dodge County, Nebraska",7357,4743,4217,13371,3638,3339
"Garden County, Nebraska",295,128,166,759,260,256
"Morrill County, Nebraska",943,474,596,1806,495,467
"Nemaha County, Nebraska",1206,1178,809,2403,747,630
"Thomas County, Nebraska",108,64,122,214,85,52
"Dakota County, Nebraska",4939,2777,2851,6900,1604,1102
"Antelope County, Nebraska",1242,702,612,2330,735,720
"Chase County, Nebraska",722,386,361,1485,363,466
"Clay County, Nebraska",1278,710,656,2323,706,530
"Custer County, Nebraska",2131,1171,1188,3968,1241,1127
"Franklin County, Nebraska",458,286,267,1167,408,401
"Hamilton County, Nebraska",1748,1148,1004,3517,987,811
"Jefferson County, Nebraska",1282,712,700,2764,878,808
"Keith County, Nebraska",1372,721,782,3038,1174,981
"Loup County, Nebraska",73,70,90,224,96,52
"Perkins County, Nebraska",597,299,291,1047,357,310
"Saunders County, Nebraska",4256,2448,2258,8332,2170,1701
"Scotts Bluff County, Nebraska",7519,4400,4338,13068,3597,3152
"Keya Paha County, Nebraska",126,127,36,288,87,96
"Kimball County, Nebraska",644,320,374,1402,477,416
"Lincoln County, Nebraska",6865,4024,4137,13576,3644,3017
"Presidio County, Texas",1548,1016,464,2264,909,774
"Val Verde County, Texas",11621,7846,7093,15481,3817,3111
"Culberson County, Texas",536,253,325,773,161,166
"Ector County, Texas",41276,23883,26826,53357,8953,6284
"Garza County, Texas",719,842,916,2759,470,364
"Glasscock County, Texas",279,344,184,554,49,100
"Grimes County, Texas",5176,3622,3275,11170,3077,1664
"Collin County, Texas",209711,125938,124444,409849,65797,38238
"Angelina County, Texas",18616,11431,11258,32170,7944,5903
"Cottle County, Texas",405,170,221,505,193,148
"Hays County, Texas",41284,44224,29894,75146,14875,7943
"Brazoria County, Texas",79485,45792,50615,143040,25907,15838
"Donley County, Texas",551,597,266,1152,420,356
"Atascosa County, Texas",11300,6797,6500,17832,4181,2918
"Nolan County, Texas",3250,2155,1532,5337,1472,1158
"Hudspeth County, Texas",880,599,704,1557,363,312
"Ward County, Texas",2655,1634,1619,4144,910,696
"Harrison County, Texas",13921,8778,7736,25180,6606,4359
"Menard County, Texas",234,122,282,815,320,346
"Fayette County, Texas",4304,2570,2673,9407,3406,2781
"Williamson County, Texas",117961,67565,76589,220749,40534,24206
"Hutchinson County, Texas",4452,2915,2488,8019,1992,1478
"Morris County, Texas",2384,1389,1273,4670,1419,1238
"Orange County, Texas",17307,10623,10760,32269,7592,5518
"Winkler County, Texas",1957,1298,916,2790,518,388
"Harris County, Texas",1045539,637134,752050,1739759,295401,176747
"Burnet County, Texas",8004,5889,4453,17981,6076,4127
"Gillespie County, Texas",4324,2808,2120,9449,3997,3761
"Dallas County, Texas",577405,359899,428092,968742,166271,106459
"McMullen County, Texas",208,70,89,265,83,59
"Young County, Texas",3634,1929,2126,6666,1947,1734
"Johnson County, Texas",35918,22190,21157,64801,14073,9073
"Hopkins County, Texas",7494,4495,4453,13378,3920,2746
"Ochiltree County, Texas",2629,1431,1390,3617,653,411
"Knox County, Texas",842,465,355,1364,346,333
"McLennan County, Texas",51545,47282,32513,84247,19901,15601
"Concho County, Texas",410,230,435,1539,372,280
"Edwards County, Texas",258,195,218,661,319,267
"Eastland County, Texas",3145,2643,1816,6578,2220,1871
"Jeff Davis County, Texas",322,221,77,858,572,191
"Jim Hogg County, Texas",1377,817,510,1783,394,350
"Montgomery County, Texas",125103,73472,72685,227337,46257,27095
"Dimmit County, Texas",2620,1350,1284,3421,1022,741
"Webb County, Texas",75937,46265,36837,89346,14831,10310
"Armstrong County, Texas",372,201,171,804,263,162
"Castro County, Texas",1906,1106,848,2649,709,455
"Kleberg County, Texas",6233,7558,4337,8816,2253,1777
"Cooke County, Texas",7826,5190,4770,14986,4267,3002
"Crosby County, Texas",1303,786,626,2061,551,509
"Fisher County, Texas",738,441,404,1393,454,426
"Duval County, Texas",2488,1686,1305,3811,1091,887
"Blanco County, Texas",1678,1150,896,4880,1806,1068
"Jasper County, Texas",7122,4346,4010,13153,4072,2803
"Jefferson County, Texas",51231,34075,37337,95559,20429,15709
"Kinney County, Texas",340,362,526,1527,569,335
"Oldham County, Texas",540,291,196,758,210,99
"Lamb County, Texas",3066,1728,1520,4640,1063,1106
"Lipscomb County, Texas",766,397,576,1078,285,296
"McCulloch County, Texas",1492,914,879,3013,1022,737
"Mason County, Texas",810,513,233,1609,628,393
"Dickens County, Texas",351,213,212,903,277,247
"Pierce County, Nebraska",1471,831,739,2753,709,641
"Sioux County, Nebraska",242,140,160,407,111,159
"Burt County, Nebraska",1221,657,620,2472,765,775
"Cass County, Nebraska",5133,3001,2643,10715,2644,1752
"Cuming County, Nebraska",1818,1068,903,3219,915,1029
"Dixon County, Nebraska",1178,674,590,2135,638,504
"Dundy County, Nebraska",407,203,185,706,234,178
"Grant County, Nebraska",145,111,69,245,83,69
"Greeley County, Nebraska",461,261,219,839,276,326
"Hall County, Nebraska",14152,7818,7973,22384,4903,4035
"Hayes County, Nebraska",169,69,100,389,89,77
"Otoe County, Nebraska",3178,1924,1703,6090,1570,1484
"Red Willow County, Nebraska",1961,1447,1164,4041,1052,1103
"Cedar County, Nebraska",1800,971,792,3129,875,931
"Dawes County, Nebraska",1296,2309,809,2786,816,794
"Johnson County, Nebraska",783,604,686,2149,467,472
"Cheyenne County, Nebraska",1872,1064,1161,3728,920,859
"Dawson County, Nebraska",5354,3104,3112,8467,2025,1671
"Garfield County, Nebraska",315,217,210,688,275,296
"McPherson County, Nebraska",51,21,28,177,62,56
"Nance County, Nebraska",643,375,366,1437,358,365
"Stanton County, Nebraska",1235,659,647,2371,577,468
"Valley County, Nebraska",776,437,413,1513,546,521
"Churchill County, Nevada",4692,2749,3164,9124,2750,1780
"Douglas County, Nevada",6491,4545,4603,19302,7993,5198
"Pershing County, Nevada",957,463,1134,3025,667,369
"Eureka County, Nevada",394,119,137,874,204,131
"Humboldt County, Nevada",3830,1884,2471,6384,1501,758
"White Pine County, Nevada",1624,993,1400,4062,896,704
"Elko County, Nevada",11941,6973,7846,19794,3611,2132
"Nye County, Nevada",6169,4070,3835,17133,7912,5261
"Storey County, Nevada",590,380,244,1632,759,383
"Clark County, Nevada",425894,266952,324866,848806,195239,120247
"Lyon County, Nevada",9581,5710,6654,21063,7355,4017
"Cheshire County, New Hampshire",11250,11601,8938,29534,8782,5937
"Grafton County, New Hampshire",11972,14522,11051,34268,10508,7456
"Rockingham County, New Hampshire",48238,35328,35866,134157,32434,20336
"Sullivan County, New Hampshire",6593,4510,4956,18097,5435,3513
"Hillsborough County, New Hampshire",69757,52110,55485,172781,37328,25574
"Coos County, New Hampshire",4192,3245,3465,13519,4218,3102
"Carroll County, New Hampshire",6181,4569,4289,20118,7923,5058
"Mercer County, New Jersey",64665,55723,45618,146975,30883,24058
"Cumberland County, New Jersey",30257,18528,21921,58524,12974,9702
"Somerset County, New Jersey",58848,41492,35762,143346,27923,22467
"Ocean County, New Jersey",120091,66588,64684,211172,70840,63040
"Atlantic County, New Jersey",46852,34577,31705,106314,26857,19800
"Middlesex County, New Jersey",149252,108755,111402,335298,68893,52320
"Salem County, New Jersey",11165,7749,7108,25431,6557,4980
"Cape May County, New Jersey",13420,9858,9515,36234,13806,10253
"Camden County, New Jersey",95850,62421,69734,200942,44568,33223
"Union County, New Jersey",108263,69166,70748,227231,44042,34583
"Hudson County, New Jersey",117989,73991,139659,259760,44828,33819
"Hunterdon County, New Jersey",19110,16922,10852,55644,13308,8987
"Morris County, New Jersey",84670,62923,53305,210002,45614,36865
"Hidalgo County, New Mexico",805,521,434,1627,545,365
"McKinley County, New Mexico",17552,10678,10539,25059,5115,3495
"Sandoval County, New Mexico",27537,17237,17782,55748,15443,8957
"Grant County, New Mexico",4583,3141,2864,9734,4295,3052
"Curry County, New Mexico",11272,7926,8579,15864,3332,2759
"Lee County, Texas",3069,2397,1758,6620,1844,1370
"Tarrant County, Texas",452188,283570,305953,782321,138550,87188
"Anderson County, Texas",9292,6445,8971,24824,4905,3373
"Ellis County, Texas",38210,23825,22316,67491,13587,8343
"Jackson County, Texas",3181,1773,1703,5582,1384,1193
"Kerr County, Texas",8178,6058,5522,18061,7478,6546
"Milam County, Texas",4767,3322,2756,8887,2839,2199
"Comanche County, Texas",2472,1486,1319,5005,1779,1468
"Falls County, Texas",3129,1934,2618,6496,1641,1454
"Brooks County, Texas",1582,1512,1003,2003,663,378
"Austin County, Texas",5869,3660,3327,11331,3339,2238
"Kenedy County, Texas",164,22,84,154,95,49
"Colorado County, Texas",4234,2652,1872,7872,2508,2086
"San Patricio County, Texas",15006,9138,8940,24134,5822,3968
"Randall County, Texas",26844,18792,19434,49297,11547,8112
"San Saba County, Texas",998,786,713,2112,778,604
"Schleicher County, Texas",663,352,432,976,361,199
"Zavala County, Texas",2995,1951,1466,3962,979,686
"Calhoun County, Texas",4453,2835,2709,7902,2112,1657
"Foard County, Texas",158,180,58,534,136,209
"Goliad County, Texas",1369,881,662,2989,932,732
"Hamilton County, Texas",1430,979,886,2995,1009,1033
"Mitchell County, Texas",1298,1651,1442,2816,657,659
"Titus County, Texas",7872,4864,3958,11385,2650,1911
"Lavaca County, Texas",3987,2252,2078,7042,2472,2190
"Terry County, Texas",2919,1619,1844,4257,1061,828
"Wise County, Texas",13500,8338,8134,26467,6169,3682
"Matagorda County, Texas",7935,4737,4403,13691,3458,2550
"Pecos County, Texas",3292,1979,2396,6136,1121,891
"Rockwall County, Texas",21436,12654,10964,40367,7249,4505
"Taylor County, Texas",28580,24772,20032,44004,10561,8921
"Throckmorton County, Texas",179,167,146,542,209,193
"Walker County, Texas",9169,16555,10054,27356,5505,3682
"Wood County, Texas",7054,5058,4187,16209,6858,5000
"Aransas County, Texas",3685,2899,1947,9220,3761,2950
"Cochran County, Texas",635,371,429,997,215,240
"Coke County, Texas",547,254,256,1305,538,403
"Coryell County, Texas",14946,12558,14588,25784,4450,2954
"Hemphill County, Texas",1018,548,272,1629,323,204
"Moore County, Texas",5793,3136,2831,7356,1308,975
"Potter County, Texas",27982,15978,17978,43153,8354,6229
