NAME,<15,15-24,25-34,35-64,65-74,>75
"Davie County, North Carolina",7230,4794,4211,17467,4906,3649
"Davidson County, North Carolina",29872,19310,18924,67792,17256,12227
"Duplin County, North Carolina",11780,7279,6636,22692,6192,4388
"Durham County, North Carolina",55920,41635,56279,118748,24357,14909
"Hertford County, North Carolina",3698,3659,2796,9206,2625,2028
"Lee County, North Carolina",12242,7507,7643,23344,5717,4028
"New Hanover County, North Carolina",35386,36629,30224,86439,23710,15550
"Pender County, North Carolina",11067,6760,6646,25214,6645,4067
"Wayne County, North Carolina",24524,16944,16566,45801,11553,8215
"Scotland County, North Carolina",6851,4611,4254,13251,3624,2485
"Watauga County, North Carolina",5853,17320,5917,17328,5159,3348
"Halifax County, North Carolina",9082,5961,5894,19952,5962,4339
"Alamance County, North Carolina",30026,23426,20101,62606,15404,11761
"Tyrrell County, North Carolina",516,482,519,1759,407,412
"Stark County, North Dakota",6889,3856,5245,11052,2013,2026
"Wells County, North Dakota",758,292,353,1516,508,549
"Burke County, North Dakota",542,142,348,781,205,164
"Mountrail County, North Dakota",2371,1384,1680,3719,722,445
"Williams County, North Dakota",8521,4337,7317,11828,1727,1478
"Billings County, North Dakota",176,40,117,392,96,101
"Kidder County, North Dakota",417,269,225,1030,255,270
"Cavalier County, North Dakota",688,397,324,1364,510,520
"Grant County, North Dakota",397,211,240,821,334,350
"McHenry County, North Dakota",1149,591,634,2318,631,555
"Steele County, North Dakota",309,161,139,729,239,167
"Benson County, North Dakota",2053,908,822,2176,554,360
"LaMoure County, North Dakota",736,437,363,1532,498,559
"Morton County, North Dakota",5747,3219,4989,11978,2733,2202
"Dunn County, North Dakota",876,468,596,1723,399,333
"McIntosh County, North Dakota",384,214,267,921,318,493
"Nelson County, North Dakota",440,271,297,1096,397,393
"Rolette County, North Dakota",4216,1994,1726,4937,1009,629
"Walsh County, North Dakota",2046,1104,1272,4081,1124,1124
"Bottineau County, North Dakota",1166,797,619,2430,850,640
"Barnes County, North Dakota",1669,1392,1178,4125,1245,1097
"Grand Forks County, North Dakota",12613,16212,11463,21306,4929,3701
"McKenzie County, North Dakota",3632,1736,2352,4457,684,473
"McLean County, North Dakota",1740,894,993,3763,1285,909
"Pierce County, North Dakota",755,398,485,1506,484,498
"Renville County, North Dakota",554,206,328,929,226,199
"Bowman County, North Dakota",649,369,333,1150,320,327
"Burleigh County, North Dakota",18709,12131,13892,35254,8190,6617
"Logan County, North Dakota",303,189,170,686,244,280
"Oliver County, North Dakota",391,165,161,693,277,155
"Stutsman County, North Dakota",3510,2855,2765,7873,2108,1854
"Ramsey County, North Dakota",2217,1491,1423,4230,1184,1038
"Foster County, North Dakota",587,353,324,1262,340,394
"Griggs County, North Dakota",413,242,209,830,374,341
"Sheridan County, North Dakota",194,126,127,544,194,224
"Slope County, North Dakota",130,68,50,297,98,99
"Union County, Ohio",11370,7116,7268,24154,4180,2619
"Pike County, Ohio",5227,3372,3307,11179,2842,2073
"Paulding County, Ohio",3698,2137,2148,7412,1999,1415
"Hamilton County, Ohio",157319,106890,122931,303998,69762,52689
"Franklin County, Ohio",255793,172982,234833,475341,91721,59690
"Marion County, Ohio",11229,7762,8786,26256,6562,4704
"Tuscarawas County, Ohio",17301,10991,10735,35554,9909,7845
"Wayne County, Ohio",23338,16424,13424,42802,11287,8824
"Brown County, Ohio",8166,5023,4849,17634,4484,3416
"Butler County, Ohio",73967,62625,44596,144224,32321,22286
"Harrison County, Ohio",2573,1668,1481,6303,1831,1355
"Knox County, Ohio",11512,9554,6753,22756,6315,4591
"Licking County, Ohio",33288,23015,20048,69402,16697,11300
"Richland County, Ohio",21664,14787,15000,46418,12729,10502
"Vinton County, Ohio",2417,1516,1438,5486,1360,866
"Carroll County, Ohio",4607,3074,2768,11197,3340,2346
"Hancock County, Ohio",14015,9876,10286,29037,7063,5560
"Clermont County, Ohio",39232,24314,25107,83461,19596,12565
"Fairfield County, Ohio",30276,19885,18210,62327,14060,9699
"Defiance County, Ohio",7130,5126,4317,14642,4021,2924
"Highland County, Ohio",8397,5260,4773,16863,4438,3285
"Henry County, Ohio",5230,3192,3145,10741,2608,2292
"Jefferson County, Ohio",10511,8577,7108,26225,7946,6004
"Portage County, Ohio",24735,32465,18435,61045,15350,10481
"Putnam County, Ohio",7277,4053,3718,13141,3125,2597
"Belmont County, Ohio",10544,7168,8462,28020,7812,6018
"Clinton County, Ohio",8071,5696,4760,16479,4130,2821
"Fayette County, Ohio",5631,3368,3345,11317,2935,2024
"Perry County, Ohio",6952,4398,4207,14619,3656,2190
"Pickaway County, Ohio",10082,7429,7563,23737,5235,3716
"Madison County, Ohio",7535,4949,6051,18886,3873,2841
"Muskingum County, Ohio",16205,11271,10258,33360,8546,6491
"Sandusky County, Ohio",10907,7125,6543,23557,6171,4726
"Van Wert County, Ohio",5424,3432,3162,11013,2895,2335
"Washington County, Ohio",9711,7422,6838,24079,6862,5514
"Auglaize County, Ohio",9090,5627,5081,17745,4477,3709
"Darke County, Ohio",10022,6237,5371,20022,5400,4461
"Ottawa County, Ohio",6073,4172,3728,16733,5805,4121
"Hardin County, Ohio",5971,6278,3196,11082,2844,2054
"Jackson County, Ohio",6508,3745,4097,12656,3304,2140
"Huron County, Ohio",11696,7247,6958,22692,5846,3900
"Athens County, Ohio",7813,21120,8093,20610,5005,3276
"Adams County, Ohio",5460,3329,3023,11108,2872,1984
"Medina County, Ohio",32449,21239,19169,74316,18431,12376
"Lucas County, Ohio",82984,55723,60839,163321,39893,28342
"Noble County, Ohio",2219,1127,1850,5375,2341,1504
"Bayamón Municipio, Puerto Rico",25924,23866,24283,66615,18727,18777
"Canóvanas Municipio, Puerto Rico",7741,6300,5670,18381,4362,3134
"Comerío Municipio, Puerto Rico",3189,2627,2623,7419,1941,1425
"Juana Díaz Municipio, Puerto Rico",8138,6580,5756,17800,4580,3298
"Las Marías Municipio, Puerto Rico",1429,1163,943,3176,954,705
"Corozal Municipio, Puerto Rico",5764,4622,4371,12893,3325,2525
"Maunabo Municipio, Puerto Rico",1690,1314,1220,4231,1335,986
"Ponce Municipio, Puerto Rico",22712,19606,17695,50466,16161,13031
"Toa Alta Municipio, Puerto Rico",12067,10889,9847,30158,5950,3953
"Toa Baja Municipio, Puerto Rico",12223,10682,10292,30015,8258,6340
"Vieques Municipio, Puerto Rico",1508,906,908,3471,1036,813
"Yabucoa Municipio, Puerto Rico",5148,4505,3851,13362,3927,2706
"Aguada Municipio, Puerto Rico",5542,5000,4673,15840,4128,2771
"Caguas Municipio, Puerto Rico",19871,17403,16267,50185,13591,11620
"Cidra Municipio, Puerto Rico",6447,5385,5054,16066,4085,2570
"Coamo Municipio, Puerto Rico",6450,4693,4755,16311,4188,2509
"Dorado Municipio, Puerto Rico",6395,5005,4133,15056,3740,2474
"Luquillo Municipio, Puerto Rico",2820,2580,2132,6886,2140,1666
"Barranquitas Municipio, Puerto Rico",5219,4314,3914,10649,2507,1790
"Orocovis Municipio, Puerto Rico",3582,3075,2704,8197,1996,1428
"San Lorenzo Municipio, Puerto Rico",5672,4985,4693,15107,3800,2952
"Ceiba Municipio, Puerto Rico",1723,1575,1397,4193,1450,1177
"Ciales Municipio, Puerto Rico",2709,2115,2065,6429,1825,1370
"Isabela Municipio, Puerto Rico",6245,5494,5084,16818,4602,3464
"Jayuya Municipio, Puerto Rico",2618,2093,1935,5555,1426,912
"Lares Municipio, Puerto Rico",3951,3304,3255,10050,2927,2209
"San Juan Municipio, Puerto Rico",48550,44522,42148,126895,36986,36367
"Vega Alta Municipio, Puerto Rico",6384,5158,4842,14151,3678,2893
"Maricao Municipio, Puerto Rico",942,792,606,2566,706,463
"Seneca County, Ohio",9884,8247,6364,21181,5480,4195
"Stark County, Ohio",65760,46878,43934,145093,39805,30934
"Coshocton County, Ohio",7079,4173,4227,14158,3901,3047
"Delaware County, Ohio",44058,25343,19686,85561,16540,9947
"Geauga County, Ohio",17317,12161,7921,37863,10742,7839
"Hocking County, Ohio",5075,3337,3057,11660,3090,2171
"Lake County, Ohio",37740,26705,27117,93608,25515,19269
"Ross County, Ohio",13516,8918,9801,32324,7248,5141
"Cuyahoga County, Ohio",215001,157216,172607,481260,121934,99433
"Holmes County, Ohio",11455,6797,5545,14245,3302,2557
"Miami County, Ohio",19966,12345,12242,41466,11204,8148
"Monroe County, Ohio",2356,1477,1389,5477,1843,1400
"Trumbull County, Ohio",33591,23404,22593,78656,23972,18151
"Wood County, Ohio",21888,27444,15865,45664,11349,7940
"Ashland County, Ohio",9867,8182,5822,19846,5458,4361
"Dewey County, Oklahoma",1124,574,547,1761,491,425
"Harper County, Oklahoma",818,380,429,1429,342,362
"Logan County, Oklahoma",8922,6989,5411,18329,4314,2718
"Tulsa County, Oklahoma",137269,84265,95442,238948,52898,37597
"Washington County, Oklahoma",10301,6118,6511,18967,5211,4778
"Harmon County, Oklahoma",558,254,306,1084,311,197
"Haskell County, Oklahoma",2508,1509,1418,4737,1464,1051
"Okmulgee County, Oklahoma",7592,5408,4608,14090,3952,3099
"Osage County, Oklahoma",8487,5574,5412,18649,5411,3693
"Jefferson County, Oklahoma",1247,689,695,2292,704,531
"Garfield County, Oklahoma",13095,8249,8702,21991,5391,4470
"Garvin County, Oklahoma",5747,3437,3362,10358,2745,2186
"Pittsburg County, Oklahoma",8187,4912,5984,16456,4824,3783
"Pontotoc County, Oklahoma",7542,5916,5441,13184,3460,2812
"Roger Mills County, Oklahoma",803,389,385,1350,418,322
"Woodward County, Oklahoma",4426,2542,2854,7797,1690,1418
"Cherokee County, Oklahoma",9000,9229,5878,16619,4728,3210
"Delaware County, Oklahoma",7094,4685,4271,16035,6193,4155
"Ellis County, Oklahoma",780,421,391,1519,513,391
"Grady County, Oklahoma",10916,6919,6483,22007,5294,3452
"Payne County, Oklahoma",13147,24658,11288,22660,5625,4437
"Pottawatomie County, Oklahoma",14194,10134,9134,27144,6817,4731
"Creek County, Oklahoma",14069,8687,8527,27714,7255,5175
"Tillman County, Oklahoma",1448,946,713,2852,791,663
"Washita County, Oklahoma",2337,1345,1346,4223,1045,929
"Cotton County, Oklahoma",1086,803,577,2254,651,487
"Kiowa County, Oklahoma",1752,965,970,3470,975,754
"Le Flore County, Oklahoma",10111,6135,6027,18981,5223,3549
"McCurtain County, Oklahoma",7037,4113,4035,11989,3322,2520
"Major County, Oklahoma",1681,814,786,2894,789,728
"Mayes County, Oklahoma",7927,5149,4801,15703,4409,3055
"Oklahoma County, Oklahoma",170854,102440,124082,284713,62052,43075
"Custer County, Oklahoma",6187,5993,3673,9386,2141,1772
"Love County, Oklahoma",2060,1271,1223,3563,1153,793
"Beckham County, Oklahoma",4714,2782,3336,8426,1687,1323
"Choctaw County, Oklahoma",3038,1624,1642,5498,1710,1295
"Jackson County, Oklahoma",5386,3612,3743,8605,2138,1579
"Lincoln County, Oklahoma",6975,4161,3889,13615,3667,2588
"Pawnee County, Oklahoma",3200,1930,1768,6421,1801,1292
"Seminole County, Oklahoma",5089,3370,2754,9226,2479,1914
"Cimarron County, Oklahoma",467,148,302,728,288,241
"Blaine County, Oklahoma",1654,877,1279,4016,948,782
"Coal County, Oklahoma",1131,707,525,2069,633,516
"Grant County, Oklahoma",871,524,471,1603,469,459
"Kingfisher County, Oklahoma",3554,1967,1972,5756,1362,1083
"McClain County, Oklahoma",8317,4797,4595,15569,3581,2388
"Marshall County, Oklahoma",3173,1995,1624,6040,2031,1642
"Noble County, Oklahoma",2325,1283,1348,4244,1207,928
"Nowata County, Oklahoma",1969,1170,1195,4010,1073,905
"Rogers County, Oklahoma",17616,12119,11246,35815,8597,5960
"Sequoyah County, Oklahoma",8104,5201,4934,15935,4477,3058
"Alfalfa County, Oklahoma",946,530,579,2671,580,541
"Woods County, Oklahoma",1576,1853,1333,2774,739,768
"Cleveland County, Oklahoma",49942,51455,41589,100016,22050,14222
"Okfuskee County, Oklahoma",2336,1451,1517,4648,1207,908
"Atoka County, Oklahoma",2544,1638,1838,5215,1492,1096
"Union County, Oregon",4766,4032,2965,9291,2980,2303
"Marion County, Oregon",70307,45506,46981,124754,30851,21242
"Douglas County, Oregon",17394,11151,12005,41014,15883,11667
"Jefferson County, Oregon",4669,2741,2910,8741,2864,1682
"Polk County, Oregon",15510,14074,9812,29072,8536,6033
"Deschutes County, Oregon",31269,19367,24263,74902,23278,13172
"Linn County, Oregon",23401,14797,16694,47261,13658,9237
"Yamhill County, Oregon",19351,14951,13101,39824,10449,7155
"Baker County, Oregon",2602,1443,1859,5964,2379,1772
"Klamath County, Oregon",12115,7868,8380,24709,8465,5384
"Lincoln County, Oregon",6826,4250,4718,19219,8623,4911
"Benton County, Oregon",12078,23670,12049,29165,8619,5526
"Crook County, Oregon",3685,2202,2429,8982,3591,2122
"Sherman County, Oregon",222,169,152,671,219,209
"Harney County, Oregon",1225,719,756,2831,997,739
"Malheur County, Oregon",6483,4164,4163,10601,2923,2078
"Wallowa County, Oregon",1085,433,774,2734,1135,843
"Wheeler County, Oregon",214,105,146,444,255,251
"Morrow County, Oregon",2555,1574,1146,4264,1122,642
"Coos County, Oregon",9672,6435,6768,24588,9477,6746
"Curry County, Oregon",2777,1569,1913,8768,4494,3129
"Gilliam County, Oregon",300,154,178,771,278,197
"Hood River County, Oregon",4568,2877,2781,9374,2139,1470
"Lake County, Oregon",1200,744,828,3136,1174,755
"Multnomah County, Oregon",129072,88244,151207,331184,66020,38879
"Pike County, Pennsylvania",7760,6618,5086,23837,7358,4794
"Snyder County, Pennsylvania",6994,6441,4395,15234,4074,3345
"Susquehanna County, Pennsylvania",6259,4337,4119,16872,5406,3977
"Crawford County, Pennsylvania",14613,11323,9397,33192,10218,6922
"Erie County, Pennsylvania",48398,37911,35830,104179,27029,20488
"Fulton County, Pennsylvania",2385,1609,1547,5925,1735,1305
"Juniata County, Pennsylvania",4496,2834,2747,9651,2743,2153
"Schuylkill County, Pennsylvania",23128,15048,16886,59051,15933,12628
"Wyoming County, Pennsylvania",4309,3454,3045,10921,3384,2214
"Adams County, Pennsylvania",17006,13442,10983,40735,11749,8555
"Armstrong County, Pennsylvania",10419,6848,7006,27358,7946,6290
"Clinton County, Pennsylvania",6531,7009,4426,13828,3885,3236
"Carbon County, Pennsylvania",10102,6678,6916,26995,7731,5465
"Centre County, Pennsylvania",19979,43069,22816,53790,12628,9678
"Northumberland County, Pennsylvania",14789,9780,11212,36838,10439,8703
"Northampton County, Pennsylvania",49201,41564,35938,119710,31195,25201
"Venango County, Pennsylvania",8224,5596,5367,21418,6384,4829
"Beaver County, Pennsylvania",26559,17952,19447,67162,18935,15778
"Lackawanna County, Pennsylvania",35432,26238,26288,81372,22716,18606
"McKean County, Pennsylvania",6663,5344,4910,16601,4300,3583
"Fayette County, Pennsylvania",20675,14458,15500,53587,15303,11779
"Montgomery County, Pennsylvania",146683,98337,102344,333321,78286,64852
"Clearfield County, Pennsylvania",12218,8569,9306,33718,8843,7254
"Lebanon County, Pennsylvania",26597,17223,16314,52853,14654,12088
"Lycoming County, Pennsylvania",19470,14348,14998,43761,12093,9660
"Montour County, Pennsylvania",3015,1934,2443,7099,1930,1838
"Warren County, Pennsylvania",6246,4316,4044,16268,4924,3958
"Butler County, Pennsylvania",30687,23252,21137,77798,19279,14746
"Elk County, Pennsylvania",4783,3317,2928,12795,3478,3039
"Lancaster County, Pennsylvania",106512,70514,70653,198405,51149,43766
"Mercer County, Pennsylvania",17309,15443,11557,43585,12692,10932
"Potter County, Pennsylvania",2868,1813,1638,6534,2230,1723
"Tioga County, Pennsylvania",6669,5132,4564,15793,4893,3893
"Newport County, Rhode Island",11575,10361,10393,32529,10182,7761
"Providence County, Rhode Island",108737,92315,96578,242918,52488,42701
"Bristol County, Rhode Island",7337,7291,5034,19647,5116,4339
"Aiken County, South Carolina",30077,20161,21320,65203,18861,12679
"Allendale County, South Carolina",1361,1317,1003,3566,1173,604
"Edgefield County, South Carolina",3918,3337,3318,11404,3002,1948
"Chester County, South Carolina",6024,3790,3742,12881,3525,2349
"Colleton County, South Carolina",6799,4633,4248,14473,4533,2899
"Marion County, South Carolina",6012,3658,3521,12172,3725,2220
"Lexington County, South Carolina",55806,34203,39039,116469,27423,17338
"Oconee County, South Carolina",12848,8554,8743,29725,10625,7033
"Berkeley County, South Carolina",43143,28946,31581,82497,18635,10242
"Charleston County, South Carolina",67377,48029,68464,153462,39657,24176
"Georgetown County, South Carolina",9327,6655,5849,23407,10434,6280
"Marlboro County, South Carolina",4476,3169,3791,10665,2913,1739
"Anderson County, South Carolina",37494,24476,23699,77246,20801,14348
"Chesterfield County, South Carolina",8349,5698,5223,18438,5155,3090
"Greenwood County, South Carolina",13496,9325,8600,26231,7107,5652
"Horry County, South Carolina",50257,35430,39274,130279,50673,26259
"Kershaw County, South Carolina",12619,7488,7526,25775,7143,4561
"Orangeburg County, South Carolina",16108,12379,10359,32198,9947,6696
"Spartanburg County, South Carolina",59166,40689,41403,117360,29442,19557
"Bamberg County, South Carolina",2350,2413,1441,5146,1669,1357
"Beaufort County, South Carolina",29755,22716,21006,63401,29884,19333
"Calhoun County, South Carolina",2372,1515,1491,6055,2014,1216
"Dillon County, South Carolina",6514,3873,3822,11594,2904,1982
"Saluda County, South Carolina",3715,2305,2198,8186,2203,1696
"Richland County, South Carolina",73245,79854,61144,146373,31729,19012
"Fairfield County, South Carolina",3519,2782,2231,9409,2893,1731
