NAME,white,black,amindia,asia,pacific,other,2m,state,county
"Garfield County, Washington",2037,0,0,71,0,0,122,53,023
"Mason County, Washington",53269,800,1591,752,277,3398,3717,53,045
"Skagit County, Washington",103131,1110,2356,2388,311,11431,4885,53,057
"Stevens County, Washington",39788,192,2225,290,55,390,1715,53,065
"Spokane County, Washington",443791,8444,6817,11553,2799,7889,24212,53,063
"Lincoln County, Washington",9881,83,162,69,27,81,271,53,043
"Chelan County, Washington",61268,492,651,615,31,10282,2890,53,007
"Jefferson County, Washington",28425,178,625,516,57,289,1195,53,031
"Kitsap County, Washington",215015,7129,2596,12876,2174,5881,20211,53,035
"King County, Washington",1404324,141790,13057,386404,16944,92377,140606,53,033
"Pacific County, Washington",18907,76,549,365,86,886,819,53,049
"Pend Oreille County, Washington",12021,49,523,130,3,299,352,53,051
"San Juan County, Washington",15497,149,163,219,39,303,418,53,055
"Skamania County, Washington",10911,58,213,131,14,151,275,53,059
"Whitman County, Washington",40573,1084,170,4169,81,799,2355,53,075
"Yakima County, Washington",192911,2918,10004,2447,288,32869,8260,53,077
"Clallam County, Washington",66144,825,3701,1284,21,513,2904,53,009
"Cowlitz County, Washington",94987,847,1625,1365,217,1737,6000,53,015
"Ferry County, Washington",5789,11,994,53,20,57,654,53,019
"Lewis County, Washington",70251,414,508,1024,174,1614,4160,53,041
"Douglas County, Washington",29137,203,300,305,112,10555,1411,53,017
"Island County, Washington",70072,2603,840,4046,316,1114,3875,53,029
"Pierce County, Washington",639612,59213,11170,55571,12848,26090,72509,53,053
"Franklin County, Washington",64838,2068,1163,2016,195,17309,4420,53,021
"Walla Walla County, Washington",50534,1074,393,999,99,4499,2767,53,071
"Whatcom County, Washington",184006,2204,6437,9120,668,8058,10328,53,073
"Grant County, West Virginia",11262,181,0,23,22,39,89,54,023
"Hampshire County, West Virginia",22627,258,71,104,0,10,239,54,027
"Brooke County, West Virginia",21620,392,22,108,52,41,224,54,009
"Doddridge County, West Virginia",8178,137,45,45,0,8,147,54,017
"Hardy County, West Virginia",12618,768,84,227,0,2,106,54,031
"Marion County, West Virginia",52748,1975,203,268,0,358,803,54,049
"Mingo County, West Virginia",23258,568,21,19,0,158,266,54,059
"Hancock County, West Virginia",27901,578,13,136,6,0,749,54,029
"Marshall County, West Virginia",30512,270,46,79,92,17,292,54,051
"Nicholas County, West Virginia",24351,214,92,56,0,121,244,54,067
"Tucker County, West Virginia",6799,33,0,38,0,24,88,54,093
"Tyler County, West Virginia",8602,32,18,62,0,17,80,54,095
"Roane County, West Virginia",13723,9,15,22,0,23,228,54,087
"Taylor County, West Virginia",16245,218,0,52,0,117,232,54,091
"Wood County, West Virginia",81720,1208,378,445,51,95,1063,54,107
"Gilmer County, West Virginia",6694,966,20,75,0,131,155,54,021
"Mason County, West Virginia",26092,112,35,172,0,40,369,54,053
"Monroe County, West Virginia",13027,125,66,0,0,0,183,54,063
"Pleasants County, West Virginia",7196,21,0,0,0,195,70,54,073
"Cabell County, West Virginia",85501,4587,170,1283,16,566,2216,54,011
"Jefferson County, West Virginia",49263,3504,147,769,0,1083,1740,54,037
"Logan County, West Virginia",32050,584,56,29,3,30,402,54,045
"Pendleton County, West Virginia",6689,233,6,0,0,24,49,54,071
"Harrison County, West Virginia",64720,1069,0,396,22,207,1494,54,033
"Ohio County, West Virginia",39166,1641,94,300,0,136,806,54,069
"Calhoun County, West Virginia",7223,3,21,0,0,0,48,54,013
"Morgan County, West Virginia",16914,193,120,0,0,64,418,54,065
"Raleigh County, West Virginia",66312,5816,220,731,10,631,1532,54,081
"Putnam County, West Virginia",54592,801,42,438,58,68,611,54,079
"Barbour County, West Virginia",15939,146,48,128,0,48,324,54,001
"McDowell County, West Virginia",16628,1551,47,13,0,181,241,54,047
"Wayne County, West Virginia",39330,347,62,113,0,154,297,54,099
"Jackson County, West Virginia",28219,109,219,97,0,20,243,54,035
"Mercer County, West Virginia",54664,3838,102,362,0,32,921,54,055
"Upshur County, West Virginia",23741,500,22,43,0,32,164,54,097
"Webster County, West Virginia",8352,2,0,0,3,5,24,54,101
"Berkeley County, West Virginia",100097,9039,89,1242,0,1404,3458,54,003
"Fayette County, West Virginia",40722,2274,146,24,25,42,343,54,019
"Iron County, Wisconsin",5492,7,100,28,0,4,56,55,051
"Clark County, Wisconsin",33359,164,78,138,1,332,507,55,019
"St. Croix County, Wisconsin",85085,710,173,869,1,305,1589,55,109
"Oconto County, Wisconsin",36251,173,436,146,0,66,574,55,083
"Lincoln County, Wisconsin",26854,204,116,109,0,8,453,55,069
"Waupaca County, Wisconsin",49301,347,296,224,8,516,553,55,135
"Barron County, Wisconsin",42809,718,332,314,0,493,563,55,005
"Sawyer County, Wisconsin",12643,42,2899,103,7,138,567,55,113
"Green Lake County, Wisconsin",18069,109,64,137,0,145,231,55,047
"Price County, Wisconsin",12779,112,139,81,114,51,140,55,099
"Marquette County, Wisconsin",14689,104,85,84,0,116,226,55,077
"Marinette County, Wisconsin",39045,297,232,135,16,42,624,55,075
"Milwaukee County, Wisconsin",562729,251253,5463,41067,336,55185,35193,55,079
"Shelby County, Missouri",5765,97,13,16,0,39,83,29,205
"Webster County, Missouri",36918,392,198,148,82,206,711,29,225
"Atchison County, Missouri",5103,24,41,25,0,13,23,29,005
"Bates County, Missouri",15542,246,102,47,31,119,209,29,013
"Benton County, Missouri",18354,48,294,16,0,29,366,29,015
"Carter County, Missouri",5964,4,100,0,0,0,79,29,035
"Dade County, Missouri",7234,27,71,64,2,21,159,29,057
"Racine County, Wisconsin",158201,22297,1039,2523,95,5374,6073,55,101
"Winnebago County, Wisconsin",156359,3874,1010,4748,129,1345,2946,55,139
"Forest County, Wisconsin",7215,77,1392,70,5,30,206,55,041
"Green County, Wisconsin",35479,219,106,236,18,405,433,55,045
"Rusk County, Wisconsin",13602,90,64,23,18,31,304,55,107
"Shawano County, Wisconsin",36288,164,3143,164,7,68,1070,55,115
"Langlade County, Wisconsin",18246,240,133,42,4,127,354,55,067
"Outagamie County, Wisconsin",166701,2750,2976,6437,64,3148,3624,55,087
"Vernon County, Wisconsin",29816,96,49,140,11,120,401,55,123
"Columbia County, Wisconsin",54254,772,295,445,17,485,865,55,021
"Kewaunee County, Wisconsin",19746,148,54,62,0,112,265,55,061
"Brown County, Wisconsin",222053,6386,6424,8465,54,9159,8827,55,009
"Eau Claire County, Wisconsin",95139,1286,520,4222,381,178,1788,55,035
"Oneida County, Wisconsin",33995,263,460,137,14,121,391,55,085
"Polk County, Wisconsin",41854,205,436,223,40,138,542,55,095
"Washburn County, Wisconsin",14934,120,220,100,46,10,258,55,129
"Waukesha County, Wisconsin",369238,6448,962,14193,150,3200,6284,55,133
"Walworth County, Wisconsin",96079,978,350,977,55,2167,2468,55,127
"Crawford County, Wisconsin",15494,323,57,101,0,3,257,55,023
"Juneau County, Wisconsin",24826,608,313,147,6,180,398,55,057
"Sauk County, Wisconsin",60126,528,730,387,7,831,1313,55,111
"Washington County, Wisconsin",127872,1815,296,1762,46,1051,2083,55,131
"Chippewa County, Wisconsin",60684,1017,89,860,0,116,1126,55,017
"Dane County, Wisconsin",449694,27781,1768,31808,224,7939,16864,55,025
"Douglas County, Wisconsin",40205,609,817,538,0,107,1019,55,031
"Jackson County, Wisconsin",17953,417,1135,87,0,318,612,55,053
"Iowa County, Wisconsin",22860,213,50,160,21,80,234,55,049
"Ozaukee County, Wisconsin",82886,1093,181,1859,70,529,1979,55,089
"Portage County, Wisconsin",65601,577,232,2093,5,1061,1063,55,097
"Rock County, Wisconsin",141160,7083,418,2035,28,6242,5186,55,105
"Taylor County, Wisconsin",19787,57,40,46,0,92,303,55,119
"Adams County, Wisconsin",18621,552,162,132,3,236,388,55,001
"Bayfield County, Wisconsin",12904,130,1516,72,0,23,348,55,007
"Monroe County, Wisconsin",42540,835,503,416,10,845,622,55,081
"Wood County, Wisconsin",68862,513,388,1491,17,632,1209,55,141
"Ashland County, Wisconsin",13094,117,1852,73,6,52,423,55,003
"Florence County, Wisconsin",4238,13,14,0,0,0,49,55,037
"Jefferson County, Wisconsin",79705,753,94,530,33,1642,1944,55,055
"Campbell County, Wyoming",44560,170,602,246,76,308,1447,56,005
"Lincoln County, Wyoming",18468,9,80,54,0,95,568,56,023
"Natrona County, Wyoming",75689,940,890,473,138,397,1806,56,025
"Converse County, Wyoming",13308,0,112,32,0,41,428,56,009
"Niobrara County, Wyoming",2277,14,90,0,25,3,13,56,027
"Sweetwater County, Wyoming",40642,502,508,340,19,523,987,56,037
"Warren County, Tennessee",37221,862,129,283,95,1009,1103,47,177
"Washington County, Tennessee",116464,5340,450,2137,4,756,2654,47,179
"Weakley County, Tennessee",29651,2831,148,84,21,291,484,47,183
"Benton County, Tennessee",15319,487,65,28,0,0,241,47,005
"Bledsoe County, Tennessee",13343,491,307,10,0,93,592,47,007
"Campbell County, Tennessee",38710,127,97,170,0,143,550,47,013
"Cannon County, Tennessee",13593,265,40,4,2,68,206,47,015
"Houston County, Tennessee",7542,441,60,14,16,0,91,47,083
"Maury County, Tennessee",77153,10571,195,866,19,712,2460,47,119
"Polk County, Texas",41071,4794,797,378,70,813,990,48,373
"Refugio County, Texas",5766,480,20,21,0,555,303,48,391
"Van Zandt County, Texas",51331,1543,283,271,48,629,998,48,467
"Caldwell County, Texas",34069,2561,247,423,53,4217,574,48,055
"Wilbarger County, Texas",10017,1291,194,121,0,935,275,48,487
"Martin County, Texas",4479,48,115,4,8,955,40,48,317
"Linn County, Missouri",11739,57,32,43,9,19,214,29,115
"Howell County, Missouri",38584,90,485,262,0,46,637,29,091
"Johnson County, Missouri",47758,2326,216,917,154,350,1961,29,101
"Laclede County, Missouri",33751,205,344,131,4,153,943,29,105
"Maries County, Missouri",8513,26,90,91,0,5,78,29,125
"Phelps County, Missouri",40391,1079,346,1620,0,117,1077,29,161
"Platte County, Missouri",85900,6825,285,2757,480,767,3668,29,165
"St. Francois County, Missouri",61886,2960,265,344,13,160,1015,29,187
"St. Louis city, Missouri",143401,143018,787,10365,212,2979,7412,29,510
"Andrew County, Missouri",16686,240,45,61,122,28,321,29,003
"Butler County, Missouri",38560,2367,239,325,28,84,1053,29,023
"Carroll County, Missouri",8394,163,18,43,0,19,144,29,033
"Daviess County, Missouri",8055,50,46,15,9,23,97,29,061
"Holt County, Missouri",4289,47,44,29,2,0,21,29,087
"Marion County, Missouri",26193,1070,122,185,32,89,917,29,127
"Osage County, Missouri",13497,24,16,4,0,20,54,29,151
"Ripley County, Missouri",13092,94,84,54,30,11,202,29,181
"Warren County, Missouri",31950,700,295,213,16,572,707,29,219
"Washington County, Missouri",23681,529,65,53,71,0,461,29,221
"Christian County, Missouri",81611,707,400,484,21,356,2079,29,043
"DeKalb County, Missouri",10757,1122,102,75,35,17,418,29,063
"Harrison County, Missouri",8174,46,57,17,3,76,118,29,081
"Lafayette County, Missouri",30578,717,90,174,75,300,663,29,107
"Adair County, Missouri",23240,680,29,638,56,83,643,29,001
"Scotland County, Missouri",4866,0,5,0,0,0,31,29,199
"Sullivan County, Missouri",5658,142,90,6,9,220,122,29,211
"Clark County, Missouri",6598,21,18,69,0,0,73,29,045
"Jasper County, Missouri",108371,2283,1767,1364,150,1768,4217,29,097
"Lewis County, Missouri",9255,419,77,0,24,0,180,29,111
"McDonald County, Missouri",19833,415,662,343,509,394,626,29,119
"Perry County, Missouri",18632,108,100,230,0,0,121,29,157
"Polk County, Missouri",30348,294,412,78,24,11,581,29,167
"Ray County, Missouri",21924,308,118,44,1,26,454,29,177
"Hill County, Montana",11544,68,3890,71,0,172,691,30,041
"Chouteau County, Montana",4456,14,1074,36,2,23,127,30,015
"Lincoln County, Montana",18511,40,256,79,46,153,452,30,053
"Park County, Montana",15631,73,134,51,19,32,412,30,067
"Treasure County, Montana",632,0,0,28,0,2,6,30,103
"Blaine County, Montana",3026,27,3448,7,0,75,136,30,005
"Sweet Grass County, Montana",3534,0,36,10,0,0,90,30,097
"Teton County, Montana",5746,33,60,16,0,49,182,30,099
"Prairie County, Montana",1224,0,15,10,0,3,0,30,079
"Glacier County, Montana",4381,39,8924,6,13,126,243,30,035
"Fallon County, Montana",2785,1,30,51,0,1,53,30,025
"Golden Valley County, Montana",688,10,3,0,0,0,27,30,037
"Silver Bow County, Montana",32807,191,790,263,5,68,646,30,093
"Stillwater County, Montana",9075,8,93,32,0,69,189,30,095
"Jefferson County, Montana",11220,45,125,6,0,122,399,30,043
"Granite County, Montana",3188,3,12,2,0,0,106,30,039
"Wheatland County, Montana",2024,0,73,7,0,0,38,30,107
"Madison County, Montana",7889,16,17,3,0,137,240,30,057
"Sheridan County, Montana",3292,0,36,9,0,6,140,30,091
"Carter County, Montana",1290,0,10,0,0,0,31,30,011
"Big Horn County, Montana",4009,4,8758,12,6,28,570,30,003
"Lake County, Montana",20103,89,7298,100,53,111,2259,30,047
"Lewis and Clark County, Montana",63568,183,1166,464,47,342,2035,30,049
"Pondera County, Montana",4881,8,926,6,0,70,103,30,073
"Yellowstone County, Montana",143434,1183,6966,1110,136,1044,5135,30,111
"Missoula County, Montana",107417,751,2355,2174,79,452,4081,30,063
"Yoakum County, Texas",8311,38,15,4,0,134,129,48,501
"Hale County, Texas",29018,1706,235,104,6,1207,1550,48,189
"Shelby County, Texas",19732,4847,242,114,0,281,133,48,419
"Red River County, Texas",9642,2039,60,10,0,137,283,48,387
"Runnels County, Texas",9510,309,16,11,0,304,127,48,399
"Sutton County, Texas",2395,3,14,0,6,1406,0,48,435
"Tom Green County, Texas",102396,5015,467,1524,79,6171,2334,48,451
"Victoria County, Texas",80546,5488,228,1067,71,2517,2192,48,469
"Wharton County, Texas",33504,5944,25,142,0,1555,407,48,481
"Wichita County, Texas",103920,13623,1307,3109,105,5064,4468,48,485
"Borden County, Texas",598,0,0,0,0,0,15,48,033
"Marion County, Texas",7292,2294,11,32,41,209,138,48,315
"Maverick County, Texas",54104,280,805,318,24,2210,433,48,323
"Grayson County, Texas",113326,7182,1401,2080,12,2417,4596,48,181
"Live Oak County, Texas",11326,279,34,173,0,193,134,48,297
"Palo Pinto County, Texas",26133,715,198,226,29,794,445,48,363
"Karnes County, Texas",11825,1053,34,161,0,1866,606,48,255
"DeWitt County, Texas",13159,1900,242,4,0,4788,247,48,123
"Callahan County, Texas",13058,126,5,69,0,166,432,48,059
"Cass County, Texas",23401,5195,46,166,1,527,723,48,067
"Gregg County, Texas",92086,24707,271,1586,130,1296,3367,48,183
"Madison County, Texas",10357,2332,26,477,10,631,364,48,313
"Lubbock County, Texas",250230,21279,3123,6728,318,14402,8728,48,303
"Kaufman County, Texas",100717,14662,447,1590,78,3219,3091,48,257
"Kendall County, Texas",39336,253,213,392,55,1636,1884,48,259
"Floyd County, Texas",5375,242,3,10,0,75,98,48,153
"Bailey County, Texas",5949,46,80,57,0,965,3,48,017
"Chambers County, Texas",36369,2997,63,465,0,505,906,48,071
"Bell County, Texas",220872,84435,1969,10282,2392,9716,18908,48,027
"Cameron County, Texas",397718,2441,982,2900,70,14178,3377,48,061
"Deaf Smith County, Texas",16799,191,123,118,18,803,684,48,117
"El Paso County, Texas",666059,27876,5215,10421,1133,103148,22210,48,141
"La Salle County, Texas",6454,108,0,12,0,566,276,48,283
"Terrell County, Texas",592,10,3,0,0,269,22,48,443
"Tyler County, Texas",18209,2305,23,70,0,407,504,48,457
"Wheeler County, Texas",4678,171,15,3,0,262,209,48,483
"Archer County, Texas",8315,83,96,15,0,43,164,48,009
"Brewster County, Texas",8352,19,225,170,0,217,248,48,043
"Hidalgo County, Texas",737739,4669,1504,8370,96,88383,14415,48,215
"Smith County, Texas",174650,39690,795,3868,212,4031,4203,48,423
"Crockett County, Texas",1494,24,0,0,0,1931,35,48,105
"Haskell County, Texas",5114,228,27,16,0,221,120,48,207
"Howard County, Texas",30306,2020,430,252,19,2160,1162,48,227
"Mills County, Texas",4804,19,9,11,0,45,1,48,333
"Montague County, Texas",18607,131,159,0,0,231,361,48,337
"Panola County, Texas",18899,4032,36,57,0,158,145,48,365
"Sabine County, Texas",9348,591,71,10,30,80,341,48,403
"Sherman County, Texas",2702,37,12,0,0,176,132,48,421
"Swisher County, Texas",6222,448,241,12,5,133,371,48,437
"Hunt County, Texas",75231,7364,1053,1216,43,7324,1931,48,231
"Camp County, Texas",9341,2136,58,56,0,919,368,48,063
"Hansford County, Texas",5055,17,8,4,0,382,54,48,195
"Guadalupe County, Texas",116778,13085,524,2720,377,20444,5038,48,187
"Clay County, Texas",9879,52,106,117,0,83,166,48,077
"Hartley County, Texas",4808,425,20,82,0,106,228,48,205
"Reagan County, Texas",1719,32,0,6,0,1944,65,48,383
"Hill County, Texas",30697,2340,403,143,59,1367,680,48,217
"Limestone County, Texas",18013,4037,399,177,67,458,266,48,293
"Nacogdoches County, Texas",49935,11583,689,1055,14,804,1259,48,347
"Parmer County, Texas",8409,116,35,42,28,570,518,48,369
"Parker County, Texas",124714,1781,1253,757,79,2027,3200,48,367
"Ravalli County, Montana",40736,55,399,226,0,94,1002,30,081
"Valley County, Montana",6429,29,665,16,22,46,264,30,105
"Cascade County, Montana",71577,1080,3730,595,65,1023,3555,30,013
"Fergus County, Montana",10602,15,156,66,209,52,121,30,027
"Garfield County, Montana",1029,7,0,0,0,0,0,30,033
"Mineral County, Montana",3942,34,114,36,0,6,119,30,061
"Petroleum County, Montana",428,0,0,25,0,0,0,30,069
"Powell County, Montana",6187,64,334,26,0,13,230,30,077
"Sanders County, Montana",10803,36,407,49,1,27,358,30,089
"Wibaux County, Montana",1101,0,13,8,0,0,0,30,109
"Gallatin County, Montana",101395,426,966,1472,7,1084,2713,30,031
"Meagher County, Montana",1749,1,26,3,0,88,21,30,059
"Carbon County, Montana",10240,43,139,30,0,27,118,30,009
"Beaverhead County, Montana",8922,7,132,59,5,40,250,30,001
"Flathead County, Montana",93989,440,1528,698,47,947,2250,30,029
"Musselshell County, Montana",4484,0,124,43,0,6,109,30,065
"Harlan County, Nebraska",3289,18,10,7,1,32,58,31,083
"York County, Nebraska",13012,214,70,58,0,179,212,31,185
"Buffalo County, Nebraska",45150,492,105,643,8,1843,968,31,019
"Colfax County, Nebraska",9512,401,135,79,22,347,218,31,037
"Hitchcock County, Nebraska",2802,2,3,0,0,1,7,31,087
"Platte County, Nebraska",31464,179,148,249,5,750,379,31,141
"Polk County, Nebraska",5084,9,13,0,0,49,70,31,143
"Box Butte County, Nebraska",10144,149,249,119,0,64,245,31,013
"Brown County, Nebraska",2935,1,11,14,0,0,54,31,017
"Sheridan County, Nebraska",4322,109,444,48,2,34,272,31,161
"Lancaster County, Nebraska",269630,12501,2147,13153,241,4248,11238,31,109
"Nuckolls County, Nebraska",4127,6,4,75,5,1,26,31,129
"Banner County, Nebraska",693,0,0,10,0,3,16,31,007
"Frontier County, Nebraska",2569,15,9,2,0,0,45,31,063
"Douglas County, Nebraska",443883,62004,3351,21389,283,11836,17871,31,055
"Richardson County, Nebraska",7462,16,234,6,0,3,240,31,147
"Holt County, Nebraska",9933,14,63,57,4,20,86,31,089
"Furnas County, Nebraska",4589,6,9,14,1,32,96,31,065
"Saline County, Nebraska",12674,354,35,281,0,523,403,31,151
"Thurston County, Nebraska",2753,14,4210,59,0,12,133,31,173
"Washington County, Nebraska",19667,221,11,53,15,75,319,31,177
"Cherry County, Nebraska",5168,1,206,28,7,7,362,31,031
"Dodge County, Nebraska",34718,350,359,129,60,397,652,31,053
"Garden County, Nebraska",1836,3,9,3,0,7,6,31,069
"Morrill County, Nebraska",4556,37,24,23,0,52,89,31,123
"Nemaha County, Nebraska",6684,105,38,53,2,41,50,31,127
"Thomas County, Nebraska",613,0,6,0,0,0,26,31,171
"Dakota County, Nebraska",13877,1099,437,678,17,3480,585,31,043
"Antelope County, Nebraska",6168,63,6,15,0,65,24,31,003
"Chase County, Nebraska",3758,2,0,10,0,0,13,31,029
"Clay County, Nebraska",5995,13,20,5,0,63,107,31,035
"Custer County, Nebraska",10474,17,27,82,0,84,142,31,041
"Franklin County, Nebraska",2918,15,1,6,3,9,35,31,061
"Hamilton County, Nebraska",8856,17,17,33,6,142,144,31,081
"Jefferson County, Nebraska",6926,45,16,15,0,28,114,31,095
"Keith County, Nebraska",7745,98,69,62,13,32,49,31,101
"Loup County, Nebraska",603,0,2,0,0,0,0,31,115
"Perkins County, Nebraska",2861,4,4,0,0,17,15,31,135
"Saunders County, Nebraska",20601,104,83,89,0,31,257,31,155
"Scotts Bluff County, Nebraska",33042,321,678,237,45,878,873,31,157
"Keya Paha County, Nebraska",749,0,0,0,0,1,10,31,103
"Kimball County, Nebraska",3423,3,42,12,0,5,148,31,105
"Lincoln County, Nebraska",33426,542,151,312,12,266,554,31,111
"Presidio County, Texas",6561,0,204,94,0,116,0,48,377
"Val Verde County, Texas",45407,706,179,369,12,1853,443,48,465
"Culberson County, Texas",1733,3,1,13,0,402,62,48,109
"Ector County, Texas",129198,7702,927,1909,47,15994,4802,48,135
"Garza County, Texas",5120,347,16,119,0,387,81,48,169
"Glasscock County, Texas",1003,0,0,0,0,507,0,48,173
"Grimes County, Texas",21756,4244,137,55,0,1003,789,48,185
"Collin County, Texas",673508,94720,4560,147553,762,22767,30107,48,085
"Angelina County, Texas",69651,12890,490,975,5,1893,1418,48,005
"Cottle County, Texas",1149,238,15,0,0,159,81,48,101
"Hays County, Texas",188901,8997,814,3348,52,6004,5250,48,209
"Brazoria County, Texas",261164,50437,2401,24110,47,14522,7996,48,039
"Donley County, Texas",3002,189,12,12,0,59,68,48,129
"Atascosa County, Texas",45761,135,122,173,0,992,2345,48,013
"Nolan County, Texas",13090,888,73,43,0,643,167,48,353
"Hudspeth County, Texas",2974,89,2,34,0,1197,119,48,229
"Ward County, Texas",10052,469,172,111,0,674,180,48,475
"Harrison County, Texas",49704,13760,205,528,14,1020,1349,48,203
"Menard County, Texas",1710,1,3,0,0,218,187,48,327
"Fayette County, Texas",22671,1645,11,125,0,497,192,48,149
"Williamson County, Texas",436477,35054,1520,37395,413,13845,22900,48,491
"Hutchinson County, Texas",19043,344,352,82,150,474,899,48,233
"Morris County, Texas",8570,2882,38,20,8,517,338,48,343
"Orange County, Texas",73496,7327,283,1022,0,561,1380,48,361
"Winkler County, Texas",6909,393,114,0,0,172,279,48,495
"Harris County, Texas",2905947,884292,19269,324288,3104,396777,112953,48,201
"Burnet County, Texas",42519,815,178,400,21,1807,790,48,053
"Gillespie County, Texas",24065,29,854,32,0,671,808,48,171
"Dallas County, Texas",1597069,588903,10155,163971,1240,176677,68853,48,113
"McMullen County, Texas",765,0,9,0,0,0,0,48,311
"Young County, Texas",17264,379,134,48,0,140,71,48,503
"Johnson County, Texas",151615,5962,819,1627,661,3357,3171,48,251
"Hopkins County, Texas",30839,2586,112,243,44,1930,732,48,223
"Ochiltree County, Texas",8884,82,92,26,0,739,308,48,357
"Knox County, Texas",3142,206,9,40,0,213,95,48,275
"McLennan County, Texas",196885,36746,1089,4053,133,6552,5631,48,309
"Concho County, Texas",3157,41,14,13,0,32,9,48,095
"Edwards County, Texas",1912,0,1,0,0,4,1,48,137
"Eastland County, Texas",16816,599,64,123,0,542,129,48,133
"Jeff Davis County, Texas",2167,23,0,0,0,34,17,48,243
"Jim Hogg County, Texas",5165,17,0,0,0,12,37,48,247
"Montgomery County, Texas",494422,28396,2180,16868,243,14577,15263,48,339
"Dimmit County, Texas",9366,4,0,147,0,859,62,48,127
"Webb County, Texas",262244,1215,580,1387,31,6653,1416,48,479
"Armstrong County, Texas",1833,5,22,0,0,42,71,48,011
"Castro County, Texas",6972,163,14,47,3,208,266,48,069
"Kleberg County, Texas",27421,1018,68,695,0,1076,696,48,273
"Cooke County, Texas",36719,1125,320,344,31,370,1132,48,097
"Crosby County, Texas",5148,212,0,33,11,342,90,48,107
"Fisher County, Texas",3408,102,46,12,0,103,185,48,151
"Duval County, Texas",10705,148,0,0,0,406,9,48,131
"Blanco County, Texas",10256,3,194,165,42,403,415,48,031
"Jasper County, Texas",27455,5889,93,177,58,1343,491,48,241
"Jefferson County, Texas",148331,85682,961,9565,130,5363,4308,48,245
"Kinney County, Texas",3521,5,1,0,0,131,1,48,271
"Oldham County, Texas",1928,66,1,39,0,1,59,48,359
"Lamb County, Texas",11819,515,50,73,0,320,346,48,279
"Lipscomb County, Texas",2779,18,65,66,0,336,134,48,295
"McCulloch County, Texas",6668,87,26,60,0,807,409,48,307
"Mason County, Texas",3705,2,84,101,0,50,244,48,319
"Dickens County, Texas",2023,59,21,11,0,84,5,48,125
"Pierce County, Nebraska",6937,15,6,44,13,3,126,31,139
"Sioux County, Nebraska",1130,5,6,0,0,40,38,31,165
"Burt County, Nebraska",6180,31,148,51,0,22,78,31,021
"Cass County, Nebraska",24821,87,137,77,57,191,518,31,025
"Cuming County, Nebraska",8432,9,32,27,11,327,114,31,039
"Dixon County, Nebraska",5328,25,22,22,0,264,58,31,051
"Dundy County, Nebraska",1902,4,0,0,0,0,7,31,057
"Grant County, Nebraska",700,6,0,0,0,6,10,31,075
"Greeley County, Nebraska",2322,10,8,4,0,21,17,31,077
"Hall County, Nebraska",51453,1691,356,672,213,5760,1120,31,079
"Hayes County, Nebraska",878,0,0,0,0,15,0,31,085
"Otoe County, Nebraska",15002,66,11,54,0,351,465,31,131
"Red Willow County, Nebraska",10305,66,37,8,0,79,273,31,145
"Cedar County, Nebraska",8279,13,68,5,0,80,53,31,027
"Dawes County, Nebraska",7932,385,309,59,0,0,125,31,045
"Johnson County, Nebraska",4458,313,34,81,0,220,55,31,097
"Cheyenne County, Nebraska",9112,80,56,66,2,42,246,31,033
"Dawson County, Nebraska",20758,1504,129,149,52,905,236,31,047
"Garfield County, Nebraska",1958,7,0,4,0,32,0,31,071
"McPherson County, Nebraska",389,0,0,0,0,6,0,31,117
"Nance County, Nebraska",3504,14,18,0,0,5,3,31,125
"Stanton County, Nebraska",5763,87,0,29,0,36,42,31,167
"Valley County, Nebraska",4116,20,19,0,0,12,39,31,175
"Churchill County, Nevada",19787,599,1118,676,16,983,1080,32,001
"Douglas County, Nevada",42904,364,951,879,152,1520,1362,32,005
"Pershing County, Nevada",5305,253,222,70,17,439,309,32,027
"Eureka County, Nevada",1744,1,94,13,0,7,0,32,011
"Humboldt County, Nevada",14531,109,964,109,1,777,337,32,013
"White Pine County, Nevada",8237,571,538,87,12,130,104,32,033
"Elko County, Nevada",44789,270,3461,584,79,2487,627,32,007
"Nye County, Nevada",36858,846,786,745,236,3327,1582,32,023
"Storey County, Nevada",3494,67,14,37,0,9,367,32,029
"Clark County, Nevada",1312652,255174,18693,212385,16407,249921,116772,32,003
"Lyon County, Nevada",46265,458,1467,707,93,3193,2197,32,019
"Cheshire County, New Hampshire",72352,682,147,959,39,226,1637,33,005
"Grafton County, New Hampshire",82814,1075,266,3331,42,264,1985,33,009
"Rockingham County, New Hampshire",290182,2550,127,6321,26,1921,5232,33,015
"Sullivan County, New Hampshire",41511,341,144,345,0,37,726,33,019
"Hillsborough County, New Hampshire",369394,12025,477,16694,218,3835,10392,33,011
"Coos County, New Hampshire",29822,824,106,168,28,119,674,33,007
"Carroll County, New Hampshire",46773,226,31,327,12,44,725,33,003
"Mercer County, New Jersey",231533,76166,629,40882,138,10723,7851,34,021
"Cumberland County, New Jersey",103397,29551,1278,2189,23,9237,6231,34,011
"Somerset County, New Jersey",218626,32147,886,58305,33,12227,7614,34,035
"Ocean County, New Jersey",542186,18465,396,11175,263,13702,10228,34,029
"Atlantic County, New Jersey",174978,38907,1078,21006,146,20316,9674,34,001
"Middlesex County, New Jersey",478174,85481,1876,198426,321,37309,24333,34,023
"Salem County, New Jersey",50417,8340,192,677,31,1281,2052,34,033
"Cape May County, New Jersey",85095,4187,20,864,21,1062,1837,34,009
