NAME,poverty,state,county
"Brooks County, Texas",2724,48,047
"Austin County, Texas",3583,48,015
"Kenedy County, Texas",31,48,261
"Colorado County, Texas",2080,48,089
"San Patricio County, Texas",10516,48,409
"Randall County, Texas",11104,48,381
"San Saba County, Texas",742,48,411
"Schleicher County, Texas",467,48,413
"Zavala County, Texas",4011,48,507
"Calhoun County, Texas",2923,48,057
"Foard County, Texas",129,48,155
"Goliad County, Texas",980,48,175
"Hamilton County, Texas",1402,48,193
"Mitchell County, Texas",712,48,335
"Titus County, Texas",5700,48,449
"Lavaca County, Texas",2083,48,285
"Terry County, Texas",2208,48,445
"Wise County, Texas",6983,48,497
"Matagorda County, Texas",6884,48,321
"Pecos County, Texas",2041,48,371
"Rockwall County, Texas",4579,48,397
"Taylor County, Texas",19764,48,441
"Throckmorton County, Texas",241,48,447
"Walker County, Texas",12325,48,471
"Wood County, Texas",6257,48,499
"Aransas County, Texas",5127,48,007
"Cochran County, Texas",730,48,079
"Coke County, Texas",398,48,081
"Coryell County, Texas",7829,48,099
"Hemphill County, Texas",326,48,211
"Moore County, Texas",2712,48,341
"Potter County, Texas",22979,48,375
"San Augustine County, Texas",1995,48,405
"Shackelford County, Texas",436,48,417
"Starr County, Texas",22015,48,427
"Upton County, Texas",505,48,461
"Brown County, Texas",4545,48,049
"Hall County, Texas",685,48,191
"Franklin County, Texas",988,48,159
"Frio County, Texas",3618,48,163
"Lampasas County, Texas",2280,48,281
"Orleans County, Vermont",3412,50,019
"Grand Isle County, Vermont",524,50,013
"Chittenden County, Vermont",18473,50,007
"Lamoille County, Vermont",3359,50,015
"Franklin County, Vermont",4207,50,011
"Caledonia County, Vermont",3670,50,005
"Windham County, Vermont",5626,50,025
"Bennington County, Vermont",3742,50,003
"Addison County, Vermont",2435,50,001
"Essex County, Vermont",828,50,009
"Eddy County, New Mexico",8323,35,015
"Mora County, New Mexico",903,35,033
"San Juan County, New Mexico",26075,35,045
"Benton County, Mississippi",1652,28,009
"Franklin County, Mississippi",1153,28,037
"Coahoma County, Mississippi",7882,28,027
"Jasper County, Mississippi",3661,28,061
"Jones County, Mississippi",14483,28,067
"Walthall County, Mississippi",3431,28,147
"Monroe County, Mississippi",6125,28,095
"Pontotoc County, Mississippi",5055,28,115
"Holmes County, Mississippi",7202,28,051
"Amite County, Mississippi",3281,28,005
"Madison County, Mississippi",9883,28,089
"Calhoun County, Mississippi",3066,28,013
"Marion County, Mississippi",6193,28,091
"Tishomingo County, Mississippi",3787,28,141
"Wayne County, Mississippi",4136,28,153
"Greene County, Mississippi",1801,28,041
"Marshall County, Mississippi",6275,28,093
"Quitman County, Mississippi",2497,28,119
"Pearl River County, Mississippi",9188,28,109
"Leake County, Mississippi",5824,28,079
"Neshoba County, Mississippi",7388,28,099
"Rankin County, Mississippi",12245,28,121
"Washington County, Mississippi",15399,28,151
"Lawrence County, Mississippi",2352,28,077
"Perry County, Mississippi",2254,28,111
"Chickasaw County, Mississippi",3441,28,017
"Carroll County, Mississippi",1676,28,015
"George County, Mississippi",4018,28,039
"Grenada County, Mississippi",4362,28,043
"Jefferson County, Mississippi",2530,28,063
"Newton County, Mississippi",5305,28,101
"Prentiss County, Mississippi",5275,28,117
"Sharkey County, Mississippi",1178,28,125
"Choctaw County, Mississippi",1600,28,019
"Hancock County, Mississippi",8619,28,045
"Itawamba County, Mississippi",3021,28,057
"Issaquena County, Mississippi",383,28,055
"Jackson County, Mississippi",22794,28,059
"Leflore County, Mississippi",10260,28,083
"Tunica County, Mississippi",2322,28,143
"Claiborne County, Mississippi",3419,28,021
"Harrison County, Mississippi",39981,28,047
"Lauderdale County, Mississippi",15181,28,075
"Lincoln County, Mississippi",7094,28,085
"Simpson County, Mississippi",5098,28,127
"Winston County, Mississippi",4104,28,159
"Attala County, Mississippi",4834,28,007
"Lamar County, Mississippi",11217,28,073
"Lee County, Mississippi",12254,28,081
"Tallahatchie County, Mississippi",3713,28,135
"Smith County, Mississippi",3002,28,129
"Warren County, Mississippi",9487,28,149
"Clarke County, Mississippi",2997,28,023
"Montgomery County, Mississippi",2686,28,097
"Oktibbeha County, Mississippi",13499,28,105
"Washington County, Vermont",5916,50,023
"Millard County, Utah",1597,49,027
"Tooele County, Utah",4150,49,045
"Washington County, Utah",19289,49,053
"Kane County, Utah",911,49,025
"Summit County, Utah",2289,49,043
"Grand County, Utah",860,49,019
"Piute County, Utah",314,49,031
"Rich County, Utah",296,49,033
"Wasatch County, Utah",1865,49,051
"Beaver County, Utah",584,49,001
"Box Elder County, Utah",4220,49,003
"Iron County, Utah",8622,49,021
"Sanpete County, Utah",4048,49,039
"Sevier County, Utah",3118,49,041
"Weber County, Utah",25351,49,057
"San Juan County, Utah",3716,49,037
"Salt Lake County, Utah",102809,49,035
"Daggett County, Utah",18,49,009
"Wayne County, Utah",255,49,055
"Carbon County, Utah",3347,49,007
"Morgan County, Utah",322,49,029
"Cache County, Utah",18616,49,005
"Juab County, Utah",1405,49,023
"James City County, Virginia",5366,51,095
"Russell County, Virginia",5677,51,167
"Smyth County, Virginia",5654,51,173
"Charlottesville city, Virginia",10645,51,540
"Campbell County, Virginia",5983,51,031
"Henrico County, Virginia",29673,51,087
"King George County, Virginia",1329,51,099
"Lancaster County, Virginia",1035,51,103
"Lee County, Virginia",5694,51,105
"Mathews County, Virginia",990,51,115
"Middlesex County, Virginia",1036,51,119
"Prince George County, Virginia",2765,51,149
"Richmond County, Virginia",1254,51,159
"Scott County, Virginia",3254,51,169
"Spotsylvania County, Virginia",9198,51,177
"Appomattox County, Virginia",2062,51,011
"Franklin County, Virginia",7869,51,067
"King and Queen County, Virginia",874,51,097
"Montgomery County, Virginia",20897,51,121
"New Kent County, Virginia",1457,51,127
"Cumberland County, Virginia",1738,51,049
"Dickenson County, Virginia",3665,51,051
"Halifax County, Virginia",4690,51,083
"Loudoun County, Virginia",13342,51,107
"Prince William County, Virginia",30294,51,153
"Southampton County, Virginia",1473,51,175
"Highland County, Virginia",220,51,091
"Caroline County, Virginia",2466,51,033
"Gloucester County, Virginia",3251,51,073
"Patrick County, Virginia",2467,51,141
"Powhatan County, Virginia",1405,51,145
"Shenandoah County, Virginia",4919,51,171
"Fauquier County, Virginia",4030,51,061
"Staunton city, Virginia",2565,51,790
"Fluvanna County, Virginia",1370,51,065
"Webster County, Mississippi",2136,28,155
"Alcorn County, Mississippi",5440,28,003
"Clay County, Mississippi",4941,28,025
"Covington County, Mississippi",4515,28,031
"Humphreys County, Mississippi",3020,28,053
"Dauphin County, Pennsylvania",33354,42,043
"Franklin County, Pennsylvania",14050,42,055
"Union County, Pennsylvania",4258,42,119
"Wayne County, Pennsylvania",5455,42,127
"Bedford County, Pennsylvania",5679,42,009
"Monroe County, Pennsylvania",18550,42,089
"Huntingdon County, Pennsylvania",4917,42,061
"Washington County, Pennsylvania",18660,42,125
"Philadelphia County, Pennsylvania",373727,42,101
"York County, Pennsylvania",41925,42,133
"Indiana County, Pennsylvania",12898,42,063
"Cumberland County, Pennsylvania",16370,42,041
"Allegheny County, Pennsylvania",138335,42,003
"Westmoreland County, Pennsylvania",34582,42,129
"Forest County, Pennsylvania",654,42,053
"Blair County, Pennsylvania",17648,42,013
"Lawrence County, Pennsylvania",11670,42,073
"Bradford County, Pennsylvania",7643,42,015
"Cambria County, Pennsylvania",19466,42,021
"Chester County, Pennsylvania",32620,42,029
"Berks County, Pennsylvania",48573,42,011
"Mifflin County, Pennsylvania",6127,42,087
"Mercer County, Missouri",362,29,129
"Wright County, Missouri",4339,29,229
"Clay County, Missouri",19551,29,047
"Dent County, Missouri",3428,29,065
"Saline County, Missouri",3517,29,195
"Worth County, Missouri",271,29,227
"Grundy County, Missouri",1677,29,079
"Morgan County, Missouri",4630,29,141
"Reynolds County, Missouri",1189,29,179
"St. Louis County, Missouri",95123,29,189
"Stone County, Missouri",4025,29,209
"Barry County, Missouri",7370,29,009
"Boone County, Missouri",30183,29,019
"Cole County, Missouri",7416,29,051
"Crawford County, Missouri",4384,29,055
"Iron County, Missouri",2187,29,093
"Livingston County, Missouri",2247,29,117
"Moniteau County, Missouri",1760,29,135
"Pemiscot County, Missouri",4480,29,155
"Pettis County, Missouri",6794,29,159
"Shannon County, Missouri",2217,29,203
"Randolph County, Missouri",3712,29,175
"Dunklin County, Missouri",7505,29,069
"Franklin County, Missouri",10638,29,071
"Howard County, Missouri",1326,29,089
"Jackson County, Missouri",100359,29,095
"Miller County, Missouri",4173,29,131
"Putnam County, Missouri",794,29,171
"Taney County, Missouri",7839,29,213
"Buchanan County, Missouri",14519,29,021
"Caldwell County, Missouri",1381,29,025
"Radford city, Virginia",5349,51,750
"Winchester city, Virginia",4355,51,840
"Accomack County, Virginia",6141,51,001
"Craig County, Virginia",451,51,045
"Floyd County, Virginia",1613,51,063
"Giles County, Virginia",1683,51,071
"Grayson County, Virginia",3076,51,077
"Nottoway County, Virginia",2519,51,135
"Rappahannock County, Virginia",642,51,157
"Charles City County, Virginia",919,51,036
"Culpeper County, Virginia",3843,51,047
"Dinwiddie County, Virginia",3371,51,053
"Greene County, Virginia",1231,51,079
"Hanover County, Virginia",5487,51,085
"Lunenburg County, Virginia",1856,51,111
"Orange County, Virginia",2873,51,137
"Emporia city, Virginia",1408,51,595
"Wythe County, Virginia",4230,51,197
"Chesapeake city, Virginia",20024,51,550
"Harrisonburg city, Virginia",13025,51,660
"Albemarle County, Virginia",9142,51,003
"Bedford County, Virginia",6917,51,019
"Buckingham County, Virginia",2340,51,029
"Wise County, Virginia",7796,51,195
"Covington city, Virginia",722,51,580
"Portsmouth city, Virginia",15312,51,740
"Virginia Beach city, Virginia",32183,51,810
"Alleghany County, Virginia",2925,51,005
"Galax city, Virginia",1490,51,640
"Westmoreland County, Virginia",2636,51,193
"Northumberland County, Virginia",1776,51,133
"Pulaski County, Virginia",4862,51,155
"Warren County, Virginia",3835,51,187
"Danville city, Virginia",8813,51,590
"Fredericksburg city, Virginia",4052,51,630
"Amherst County, Virginia",4327,51,009
"Bath County, Virginia",460,51,017
"Hopewell city, Virginia",5253,51,670
"Newport News city, Virginia",26138,51,700
"Frederick County, Virginia",5229,51,069
"Lynchburg city, Virginia",13676,51,680
"York County, Virginia",3273,51,199
"Martinsville city, Virginia",2962,51,690
"Nelson County, Virginia",1909,51,125
"Pittsylvania County, Virginia",9656,51,143
"Buena Vista city, Virginia",1519,51,530
"Falls Church city, Virginia",445,51,610
"Petersburg city, Virginia",7406,51,730
"Poquoson city, Virginia",679,51,735
"Fairfax city, Virginia",2113,51,600
"Waynesboro city, Virginia",3659,51,820
"Roanoke city, Virginia",20240,51,770
"Suffolk city, Virginia",9267,51,800
"Norfolk city, Virginia",41016,51,710
"Amelia County, Virginia",1375,51,007
"Chesterfield County, Virginia",23060,51,041
"Fairfax County, Virginia",69450,51,059
"Okanogan County, Washington",8042,53,047
"Kittitas County, Washington",7808,53,037
"Cass County, Missouri",9173,29,037
"Clinton County, Missouri",1761,29,049
"Dallas County, Missouri",2186,29,059
"Hickory County, Missouri",1607,29,085
"Lincoln County, Missouri",6128,29,113
"Monroe County, Missouri",1143,29,137
"Newton County, Missouri",7714,29,145
"Pike County, Missouri",2438,29,163
"St. Charles County, Missouri",19984,29,183
"Cape Girardeau County, Missouri",12328,29,031
"Coffee County, Tennessee",7613,47,031
"Fayette County, Tennessee",5327,47,047
"Hancock County, Tennessee",1814,47,067
"Hawkins County, Tennessee",10621,47,073
"Johnson County, Tennessee",3892,47,091
"Lincoln County, Tennessee",4919,47,103
"Macon County, Tennessee",4054,47,111
"Moore County, Tennessee",484,47,127
"Robertson County, Tennessee",7983,47,147
"Franklin County, Tennessee",5696,47,051
"Blount County, Tennessee",14179,47,009
"Cheatham County, Tennessee",4190,47,021
"Carter County, Tennessee",12079,47,019
"Grainger County, Tennessee",4146,47,057
"Giles County, Tennessee",4186,47,055
"Lauderdale County, Tennessee",4888,47,097
"Lawrence County, Tennessee",7250,47,099
"Madison County, Tennessee",17412,47,113
"Marion County, Tennessee",4332,47,115
"Overton County, Tennessee",3736,47,133
"Pickett County, Tennessee",1001,47,137
"Wayne County, Tennessee",2635,47,181
"Williamson County, Tennessee",9776,47,187
"Bedford County, Tennessee",6818,47,003
"Greene County, Tennessee",11119,47,059
"Cumberland County, Tennessee",8020,47,035
"Van Buren County, Tennessee",947,47,175
"Claiborne County, Tennessee",6825,47,025
"Hickman County, Tennessee",4308,47,081
"Humphreys County, Tennessee",2806,47,085
"Putnam County, Tennessee",14041,47,141
"Sevier County, Tennessee",13078,47,155
"Stewart County, Tennessee",1821,47,161
"Chester County, Tennessee",2524,47,023
"Decatur County, Tennessee",2016,47,039
"Jackson County, Tennessee",2196,47,087
"McNairy County, Tennessee",4783,47,109
"Roane County, Tennessee",7237,47,145
"Bradley County, Tennessee",16333,47,011
"Hamblen County, Tennessee",10828,47,063
"Union County, Tennessee",4216,47,173
"Hardin County, Tennessee",5075,47,071
"Dickson County, Tennessee",7064,47,043
"Morgan County, Tennessee",4232,47,129
"Monroe County, Tennessee",8326,47,123
"Henry County, Tennessee",6382,47,079
"Crockett County, Tennessee",2524,47,033
"Lake County, Tennessee",1315,47,095
"Knox County, Tennessee",65448,47,093
"Benton County, Washington",23336,53,005
"Clark County, Washington",43384,53,011
